 

stn;time;rs1000m0
GGI;190001;0
GGI;190002;0
GGI;190003;0
GGI;190004;0
GGI;190005;0
GGI;190006;0
GGI;190007;0
GGI;190008;0
GGI;190009;0
GGI;190010;0
GGI;190011;0
GGI;190012;0
GGI;190101;0
GGI;190102;0
GGI;190103;0
GGI;190104;0
GGI;190105;0
GGI;190106;0
GGI;190107;0
GGI;190108;0
GGI;190109;0
GGI;190110;0
GGI;190111;0
GGI;190112;0
GGI;190201;0
GGI;190202;0
GGI;190203;0
GGI;190204;0
GGI;190205;0
GGI;190206;0
GGI;190207;0
GGI;190208;0
GGI;190209;0
GGI;190210;0
GGI;190211;0
GGI;190212;0
GGI;190301;0
GGI;190302;0
GGI;190303;0
GGI;190304;0
GGI;190305;0
GGI;190306;0
GGI;190307;0
GGI;190308;0
GGI;190309;0
GGI;190310;0
GGI;190311;0
GGI;190312;0
GGI;190401;0
GGI;190402;0
GGI;190403;0
GGI;190404;0
GGI;190405;0
GGI;190406;1
GGI;190407;0
GGI;190408;0
GGI;190409;0
GGI;190410;0
GGI;190411;0
GGI;190412;0
GGI;190501;0
GGI;190502;0
GGI;190503;0
GGI;190504;0
GGI;190505;0
GGI;190506;0
GGI;190507;0
GGI;190508;0
GGI;190509;0
GGI;190510;0
GGI;190511;0
GGI;190512;0
GGI;190601;0
GGI;190602;0
GGI;190603;0
GGI;190604;0
GGI;190605;0
GGI;190606;0
GGI;190607;0
GGI;190608;0
GGI;190609;0
GGI;190610;0
GGI;190611;0
GGI;190612;0
GGI;190701;0
GGI;190702;0
GGI;190703;0
GGI;190704;0
GGI;190705;0
GGI;190706;0
GGI;190707;0
GGI;190708;0
GGI;190709;0
GGI;190710;0
GGI;190711;0
GGI;190712;0
GGI;190801;0
GGI;190802;0
GGI;190803;0
GGI;190804;0
GGI;190805;0
GGI;190806;0
GGI;190807;0
GGI;190808;0
GGI;190809;0
GGI;190810;0
GGI;190811;0
GGI;190812;0
GGI;190901;0
GGI;190902;0
GGI;190903;0
GGI;190904;0
GGI;190905;0
GGI;190906;0
GGI;190907;0
GGI;190908;0
GGI;190909;0
GGI;190910;0
GGI;190911;0
GGI;190912;0
GGI;191001;2
