 

stn;time;brefard0
MGB;20050601;0
MGB;20050602;0
MGB;20050603;488
MGB;20050604;0
MGB;20050605;0
MGB;20050606;0
MGB;20050607;0
MGB;20050608;0
MGB;20050609;0
MGB;20050610;0
MGB;20050611;0
MGB;20050612;17
MGB;20050613;259
MGB;20050614;7
MGB;20050615;0
MGB;20050616;0
MGB;20050617;0
MGB;20050618;0
MGB;20050619;0
MGB;20050620;0
MGB;20050621;0
MGB;20050622;0
MGB;20050623;4
MGB;20050624;455
MGB;20050625;25
MGB;20050626;3
MGB;20050627;0
MGB;20050628;1
MGB;20050629;106
MGB;20050630;16
MGB;20050701;26
MGB;20050702;0
MGB;20050703;0
MGB;20050704;273
MGB;20050705;134
MGB;20050706;0
MGB;20050707;1
MGB;20050708;1
MGB;20050709;0
MGB;20050710;4
MGB;20050711;28
MGB;20050712;0
MGB;20050713;0
MGB;20050714;0
MGB;20050715;0
MGB;20050716;154
MGB;20050717;0
MGB;20050718;733
MGB;20050719;51
MGB;20050720;0
MGB;20050721;0
MGB;20050722;0
MGB;20050723;0
MGB;20050724;8
MGB;20050725;783
MGB;20050726;0
MGB;20050727;0
MGB;20050728;2
MGB;20050729;84
MGB;20050730;1
MGB;20050731;0
MGB;20050801;6
MGB;20050802;0
MGB;20050803;0
MGB;20050804;0
MGB;20050805;0
MGB;20050806;1
MGB;20050807;180
MGB;20050808;0
MGB;20050809;0
MGB;20050810;0
MGB;20050811;1
MGB;20050812;0
MGB;20050813;0
MGB;20050814;140
MGB;20050815;1
MGB;20050816;0
MGB;20050817;0
MGB;20050818;10
MGB;20050819;0
MGB;20050820;2
MGB;20050821;0
MGB;20050822;0
MGB;20050823;0
MGB;20050824;0
MGB;20050825;0
MGB;20050826;0
MGB;20050827;1
MGB;20050828;0
MGB;20050829;0
MGB;20050830;0
MGB;20050831;0
MGB;20050901;0
MGB;20050902;10
MGB;20050903;0
MGB;20050904;0
MGB;20050905;2
MGB;20050906;0
MGB;20050907;0
MGB;20050908;0
MGB;20050909;162
MGB;20050910;4
MGB;20050911;0
MGB;20050912;1
MGB;20050913;0
MGB;20050914;0
MGB;20050915;0
MGB;20050916;0
MGB;20050917;0
MGB;20050918;0
MGB;20050919;0
MGB;20050920;0
MGB;20050921;0
MGB;20050922;0
MGB;20050923;0
MGB;20050924;0
MGB;20050925;0
MGB;20050926;0
MGB;20050927;0
MGB;20050928;0
MGB;20050929;0
MGB;20050930;0
MGB;20051001;0
MGB;20051002;0
MGB;20051003;0
MGB;20051004;0
MGB;20051005;0
MGB;20051006;0
MGB;20051007;0
MGB;20051008;0
MGB;20051009;0
MGB;20051010;0
MGB;20051011;0
MGB;20051012;0
MGB;20051013;0
MGB;20051014;0
MGB;20051015;0
MGB;20051016;0
