 

stn;time;brefard0
WDO;20050601;0
WDO;20050602;0
WDO;20050603;5
WDO;20050604;0
WDO;20050605;0
WDO;20050606;0
WDO;20050607;0
WDO;20050608;0
WDO;20050609;0
WDO;20050610;0
WDO;20050611;0
WDO;20050612;68
WDO;20050613;136
WDO;20050614;0
WDO;20050615;0
WDO;20050616;0
WDO;20050617;0
WDO;20050618;0
WDO;20050619;0
WDO;20050620;0
WDO;20050621;0
WDO;20050622;1
WDO;20050623;16
WDO;20050624;52
WDO;20050625;11
WDO;20050626;0
WDO;20050627;7
WDO;20050628;6
WDO;20050629;163
WDO;20050630;0
WDO;20050701;0
WDO;20050702;0
WDO;20050703;0
WDO;20050704;63
WDO;20050705;1
WDO;20050706;0
WDO;20050707;0
WDO;20050708;0
WDO;20050709;1
WDO;20050710;2
WDO;20050711;1
WDO;20050712;0
WDO;20050713;0
WDO;20050714;0
WDO;20050715;0
WDO;20050716;62
WDO;20050717;5
WDO;20050718;305
WDO;20050719;0
WDO;20050720;0
WDO;20050721;0
WDO;20050722;0
WDO;20050723;0
WDO;20050724;223
WDO;20050725;304
WDO;20050726;0
WDO;20050727;0
WDO;20050728;80
WDO;20050729;154
WDO;20050730;4
WDO;20050731;0
WDO;20050801;0
WDO;20050802;0
WDO;20050803;0
WDO;20050804;0
WDO;20050805;0
WDO;20050806;0
WDO;20050807;1
WDO;20050808;0
WDO;20050809;0
WDO;20050810;0
WDO;20050811;0
WDO;20050812;0
WDO;20050813;0
WDO;20050814;32
WDO;20050815;0
WDO;20050816;0
WDO;20050817;0
WDO;20050818;96
WDO;20050819;7
WDO;20050820;0
WDO;20050821;0
WDO;20050822;0
WDO;20050823;0
WDO;20050824;0
WDO;20050825;0
WDO;20050826;0
WDO;20050827;0
WDO;20050828;0
WDO;20050829;0
WDO;20050830;0
WDO;20050831;0
WDO;20050901;11
WDO;20050902;0
WDO;20050903;0
WDO;20050904;0
WDO;20050905;162
WDO;20050906;3
WDO;20050907;0
WDO;20050908;0
WDO;20050909;29
WDO;20050910;28
WDO;20050911;4
WDO;20050912;0
WDO;20050913;0
WDO;20050914;0
WDO;20050915;0
WDO;20050916;0
WDO;20050917;0
WDO;20050918;0
WDO;20050919;0
WDO;20050920;0
WDO;20050921;0
WDO;20050922;0
WDO;20050923;0
WDO;20050924;0
