 

stn;time;brefard0
SDO;20050601;0
SDO;20050602;0
SDO;20050603;1
SDO;20050604;103
SDO;20050605;0
SDO;20050606;0
SDO;20050607;0
SDO;20050608;0
SDO;20050609;0
SDO;20050610;0
SDO;20050611;0
SDO;20050612;0
SDO;20050613;1
SDO;20050614;0
SDO;20050615;0
SDO;20050616;0
SDO;20050617;0
SDO;20050618;0
SDO;20050619;0
SDO;20050620;0
SDO;20050621;0
SDO;20050622;0
SDO;20050623;262
SDO;20050624;155
SDO;20050625;489
SDO;20050626;0
SDO;20050627;2
SDO;20050628;0
SDO;20050629;490
SDO;20050630;156
SDO;20050701;0
SDO;20050702;0
SDO;20050703;0
SDO;20050704;0
SDO;20050705;1
SDO;20050706;0
SDO;20050707;0
SDO;20050708;0
SDO;20050709;2
SDO;20050710;0
SDO;20050711;1
SDO;20050712;4
SDO;20050713;0
SDO;20050714;0
SDO;20050715;5
SDO;20050716;53
SDO;20050717;0
SDO;20050718;375
SDO;20050719;3
SDO;20050720;0
SDO;20050721;0
SDO;20050722;0
SDO;20050723;60
SDO;20050724;0
SDO;20050725;10
SDO;20050726;1
SDO;20050727;1
SDO;20050728;0
SDO;20050729;60
SDO;20050730;122
SDO;20050731;0
SDO;20050801;6
SDO;20050802;97
SDO;20050803;0
SDO;20050804;0
SDO;20050805;0
SDO;20050806;0
SDO;20050807;1
SDO;20050808;0
SDO;20050809;0
SDO;20050810;0
SDO;20050811;44
SDO;20050812;0
SDO;20050813;0
SDO;20050814;1
SDO;20050815;0
SDO;20050816;0
SDO;20050817;0
SDO;20050818;121
SDO;20050819;9
SDO;20050820;210
SDO;20050821;0
SDO;20050822;0
SDO;20050823;0
SDO;20050824;0
SDO;20050825;0
SDO;20050826;0
SDO;20050827;2
SDO;20050828;0
SDO;20050829;0
SDO;20050830;0
SDO;20050831;0
SDO;20050901;24
SDO;20050902;83
SDO;20050903;3
SDO;20050904;1
SDO;20050905;1
SDO;20050906;1
SDO;20050907;1
SDO;20050908;0
SDO;20050909;3
SDO;20050910;0
SDO;20050911;49
SDO;20050912;1
SDO;20050913;0
SDO;20050914;0
SDO;20050915;0
SDO;20050916;3
SDO;20050917;1
SDO;20050918;0
SDO;20050919;0
SDO;20050920;0
SDO;20050921;0
SDO;20050922;0
SDO;20050923;0
SDO;20050924;0
SDO;20050925;9
SDO;20050926;0
SDO;20050927;0
SDO;20050928;0
SDO;20050929;0
SDO;20050930;0
SDO;20051001;0
SDO;20051002;0
SDO;20051003;0
SDO;20051004;0
SDO;20051005;0
SDO;20051006;0
SDO;20051007;0
SDO;20051008;0
SDO;20051009;0
SDO;20051010;0
SDO;20051011;0
SDO;20051012;0
SDO;20051013;0
SDO;20051014;0
SDO;20051015;0
SDO;20051016;0
SDO;20051017;0
SDO;20051018;0
SDO;20051019;0
SDO;20051020;0
SDO;20051021;0
SDO;20051022;1
SDO;20051023;0
SDO;20051024;0
SDO;20051025;0
SDO;20051026;0
SDO;20051027;0
SDO;20051028;0
SDO;20051029;0
SDO;20051030;0
SDO;20051031;0
SDO;20051101;0
SDO;20051102;0
SDO;20051103;0
SDO;20051104;0
SDO;20051105;0
SDO;20051106;0
SDO;20051107;0
SDO;20051108;0
SDO;20051109;0
SDO;20051110;1
SDO;20051111;0
SDO;20051112;0
SDO;20051113;1
SDO;20051114;0
SDO;20051115;0
SDO;20051116;0
SDO;20051117;0
SDO;20051118;0
SDO;20051119;0
SDO;20051120;0
SDO;20051121;0
SDO;20051122;0
SDO;20051123;0
SDO;20051124;0
SDO;20051125;0
SDO;20051126;0
SDO;20051127;0
SDO;20051128;1
SDO;20051129;0
SDO;20051130;0
SDO;20051201;0
SDO;20051202;0
SDO;20051203;0
SDO;20051204;0
SDO;20051205;0
SDO;20051206;0
SDO;20051207;0
SDO;20051208;0
SDO;20051209;0
SDO;20051210;0
SDO;20051211;0
SDO;20051212;0
SDO;20051213;0
SDO;20051214;0
SDO;20051215;0
SDO;20051216;0
SDO;20051217;0
SDO;20051218;0
SDO;20051219;0
SDO;20051220;0
SDO;20051221;0
SDO;20051222;0
SDO;20051223;0
SDO;20051224;0
SDO;20051225;0
SDO;20051226;0
SDO;20051227;0
SDO;20051228;0
SDO;20051229;0
SDO;20051230;0
SDO;20051231;0
SDO;20060101;0
SDO;20060102;0
SDO;20060103;0
SDO;20060104;0
SDO;20060105;0
SDO;20060106;0
SDO;20060107;0
SDO;20060108;0
SDO;20060109;0
SDO;20060110;0
SDO;20060111;0
SDO;20060112;0
SDO;20060113;0
SDO;20060114;0
SDO;20060115;0
SDO;20060116;0
SDO;20060117;0
SDO;20060118;0
SDO;20060119;0
SDO;20060120;0
SDO;20060121;0
SDO;20060122;0
SDO;20060123;0
SDO;20060124;0
SDO;20060125;0
SDO;20060126;0
SDO;20060127;0
SDO;20060128;0
SDO;20060129;0
SDO;20060130;0
SDO;20060131;0
SDO;20060201;0
SDO;20060202;0
SDO;20060203;0
SDO;20060204;0
SDO;20060205;0
SDO;20060206;0
SDO;20060207;0
SDO;20060208;0
SDO;20060209;0
SDO;20060210;0
SDO;20060211;0
SDO;20060212;0
SDO;20060213;0
SDO;20060214;0
SDO;20060215;0
SDO;20060216;0
SDO;20060217;0
SDO;20060218;0
SDO;20060219;0
SDO;20060220;0
SDO;20060221;0
SDO;20060222;0
SDO;20060223;0
SDO;20060224;0
SDO;20060225;0
SDO;20060226;0
SDO;20060227;0
SDO;20060228;0
SDO;20060301;0
SDO;20060302;0
SDO;20060303;0
SDO;20060304;0
SDO;20060305;0
SDO;20060306;0
SDO;20060307;0
SDO;20060308;0
SDO;20060309;0
SDO;20060310;0
SDO;20060311;0
SDO;20060312;0
SDO;20060313;0
SDO;20060314;0
SDO;20060315;0
SDO;20060316;0
SDO;20060317;0
SDO;20060318;0
SDO;20060319;0
SDO;20060320;0
SDO;20060321;0
SDO;20060322;0
SDO;20060323;0
SDO;20060324;0
SDO;20060325;0
SDO;20060326;0
SDO;20060327;0
SDO;20060328;0
SDO;20060329;0
SDO;20060330;0
SDO;20060331;0
SDO;20060401;0
SDO;20060402;0
SDO;20060403;0
SDO;20060404;0
SDO;20060405;0
SDO;20060406;0
SDO;20060407;0
SDO;20060408;0
SDO;20060409;0
SDO;20060410;0
SDO;20060411;0
SDO;20060412;0
SDO;20060413;0
SDO;20060414;0
SDO;20060415;0
SDO;20060416;0
SDO;20060417;0
SDO;20060418;0
SDO;20060419;1
SDO;20060420;3
SDO;20060421;0
SDO;20060422;5
SDO;20060423;0
SDO;20060424;1
SDO;20060425;0
SDO;20060426;0
SDO;20060427;0
SDO;20060428;0
SDO;20060429;1
SDO;20060430;0
SDO;20060501;0
SDO;20060502;0
SDO;20060503;0
SDO;20060504;0
SDO;20060505;1
SDO;20060506;2
SDO;20060507;0
SDO;20060508;0
SDO;20060509;0
SDO;20060510;4
SDO;20060511;0
SDO;20060512;0
SDO;20060513;11
SDO;20060514;0
SDO;20060515;0
SDO;20060516;1
SDO;20060517;0
SDO;20060518;3
SDO;20060519;90
SDO;20060520;0
SDO;20060521;0
SDO;20060522;4
SDO;20060523;26
SDO;20060524;0
SDO;20060525;0
SDO;20060526;0
SDO;20060527;0
SDO;20060528;0
SDO;20060529;30
SDO;20060530;0
SDO;20060531;0
SDO;20060601;0
SDO;20060602;0
SDO;20060603;0
SDO;20060604;0
SDO;20060605;0
SDO;20060606;0
SDO;20060607;0
SDO;20060608;0
SDO;20060609;0
SDO;20060610;0
SDO;20060611;0
SDO;20060612;0
SDO;20060613;0
SDO;20060614;0
SDO;20060615;1
SDO;20060616;28
SDO;20060617;13
SDO;20060618;3
SDO;20060619;0
SDO;20060620;4
SDO;20060621;5
SDO;20060622;2
SDO;20060623;0
SDO;20060624;140
SDO;20060625;160
SDO;20060626;45
SDO;20060627;19
SDO;20060628;161
SDO;20060629;150
SDO;20060630;0
SDO;20060701;0
SDO;20060702;0
SDO;20060703;148
SDO;20060704;152
SDO;20060705;111
SDO;20060706;325
SDO;20060707;0
SDO;20060708;4
SDO;20060709;0
SDO;20060710;0
SDO;20060711;0
SDO;20060712;156
SDO;20060713;208
SDO;20060714;172
SDO;20060715;0
SDO;20060716;0
SDO;20060717;19
SDO;20060718;0
SDO;20060719;0
SDO;20060720;5
SDO;20060721;439
SDO;20060722;110
SDO;20060723;1
SDO;20060724;26
SDO;20060725;331
SDO;20060726;284
SDO;20060727;633
SDO;20060728;390
SDO;20060729;0
SDO;20060730;46
SDO;20060731;58
SDO;20060801;67
SDO;20060802;0
SDO;20060803;5
SDO;20060804;0
SDO;20060805;1
SDO;20060806;1
SDO;20060807;0
SDO;20060808;0
SDO;20060809;15
SDO;20060810;1
SDO;20060811;10
SDO;20060812;0
SDO;20060813;1
SDO;20060814;21
SDO;20060815;0
SDO;20060816;0
SDO;20060817;0
SDO;20060818;1
SDO;20060819;0
SDO;20060820;45
SDO;20060821;0
SDO;20060822;0
SDO;20060823;2
SDO;20060824;38
SDO;20060825;0
SDO;20060826;25
SDO;20060827;0
SDO;20060828;0
SDO;20060829;1
SDO;20060830;0
SDO;20060831;0
SDO;20060901;0
SDO;20060902;0
SDO;20060903;0
SDO;20060904;0
SDO;20060905;0
SDO;20060906;16
SDO;20060907;116
SDO;20060908;16
SDO;20060909;1
SDO;20060910;32
SDO;20060911;2
SDO;20060912;1
SDO;20060913;0
SDO;20060914;1
SDO;20060915;46
SDO;20060916;0
SDO;20060917;0
SDO;20060918;0
SDO;20060919;0
SDO;20060920;0
SDO;20060921;0
SDO;20060922;0
SDO;20060923;0
SDO;20060924;0
SDO;20060925;0
SDO;20060926;0
SDO;20060927;0
SDO;20060928;0
SDO;20060929;1
SDO;20060930;0
SDO;20061001;0
SDO;20061002;0
SDO;20061003;326
SDO;20061004;4
SDO;20061005;0
SDO;20061006;0
SDO;20061007;0
SDO;20061008;0
SDO;20061009;0
SDO;20061010;0
SDO;20061011;0
SDO;20061012;0
SDO;20061013;0
SDO;20061014;2
SDO;20061015;0
SDO;20061016;0
SDO;20061017;0
SDO;20061018;0
SDO;20061019;1
SDO;20061020;0
SDO;20061021;0
SDO;20061022;0
SDO;20061023;0
SDO;20061024;1
SDO;20061025;0
SDO;20061026;0
SDO;20061027;0
SDO;20061028;0
SDO;20061029;0
SDO;20061030;0
SDO;20061031;0
SDO;20061101;0
SDO;20061102;0
SDO;20061103;0
SDO;20061104;0
SDO;20061105;0
SDO;20061106;0
SDO;20061107;0
SDO;20061108;0
SDO;20061109;0
SDO;20061110;0
SDO;20061111;0
SDO;20061112;0
SDO;20061113;0
SDO;20061114;0
SDO;20061115;0
SDO;20061116;0
SDO;20061117;0
SDO;20061118;0
SDO;20061119;0
SDO;20061120;0
SDO;20061121;1
SDO;20061122;0
SDO;20061123;0
SDO;20061124;0
SDO;20061125;0
SDO;20061126;0
SDO;20061127;0
SDO;20061128;0
SDO;20061129;0
SDO;20061130;0
SDO;20061201;0
SDO;20061202;0
SDO;20061203;0
SDO;20061204;0
SDO;20061205;0
SDO;20061206;0
SDO;20061207;0
SDO;20061208;0
SDO;20061209;0
SDO;20061210;0
SDO;20061211;0
SDO;20061212;0
SDO;20061213;0
SDO;20061214;0
SDO;20061215;0
SDO;20061216;0
SDO;20061217;0
SDO;20061218;0
SDO;20061219;0
SDO;20061220;0
SDO;20061221;0
SDO;20061222;0
SDO;20061223;0
SDO;20061224;0
SDO;20061225;0
SDO;20061226;0
SDO;20061227;0
SDO;20061228;0
SDO;20061229;0
SDO;20061230;0
SDO;20061231;0
SDO;20070101;0
SDO;20070102;0
SDO;20070103;0
SDO;20070104;0
SDO;20070105;0
SDO;20070106;0
SDO;20070107;0
SDO;20070108;0
SDO;20070109;0
SDO;20070110;0
SDO;20070111;0
SDO;20070112;0
SDO;20070113;0
SDO;20070114;0
SDO;20070115;0
SDO;20070116;0
SDO;20070117;0
SDO;20070118;0
SDO;20070119;0
SDO;20070120;0
SDO;20070121;0
SDO;20070122;0
SDO;20070123;0
