 

stn;time;rs1000m0
IYWEN;193501;0
IYWEN;193502;0
IYWEN;193503;0
IYWEN;193504;0
IYWEN;193505;0
IYWEN;193506;0
IYWEN;193507;0
IYWEN;193508;0
IYWEN;193509;0
IYWEN;193510;0
IYWEN;193511;0
IYWEN;193512;0
IYWEN;193601;0
IYWEN;193602;0
IYWEN;193603;0
IYWEN;193604;0
IYWEN;193605;0
IYWEN;193606;0
IYWEN;193607;0
IYWEN;193608;0
IYWEN;193609;0
IYWEN;193610;0
IYWEN;193611;0
IYWEN;193612;0
IYWEN;193701;0
IYWEN;193702;0
IYWEN;193703;0
IYWEN;193704;0
IYWEN;193705;0
IYWEN;193706;0
IYWEN;193707;0
IYWEN;193708;0
IYWEN;193709;0
IYWEN;193710;0
IYWEN;193711;0
IYWEN;193712;0
IYWEN;193801;0
IYWEN;193802;0
IYWEN;193803;0
IYWEN;193804;0
IYWEN;193805;0
IYWEN;193806;0
IYWEN;193807;0
IYWEN;193808;0
IYWEN;193809;0
IYWEN;193810;0
IYWEN;193811;0
IYWEN;193812;0
IYWEN;193901;0
IYWEN;193902;0
IYWEN;193903;0
IYWEN;193904;0
IYWEN;193905;0
IYWEN;193906;0
IYWEN;193907;0
IYWEN;193908;0
IYWEN;193909;0
IYWEN;193910;0
IYWEN;193911;0
IYWEN;193912;0
IYWEN;194001;0
IYWEN;194002;0
IYWEN;194003;0
IYWEN;194004;0
IYWEN;194005;0
IYWEN;194006;0
IYWEN;194007;0
IYWEN;194008;0
IYWEN;194009;0
IYWEN;194010;0
IYWEN;194011;0
IYWEN;194012;0
