 

stn;time;rs1000m0
SCE;193501;0
SCE;193502;0
SCE;193503;0
SCE;193504;0
SCE;193505;0
SCE;193506;0
SCE;193507;0
SCE;193508;0
SCE;193509;0
SCE;193510;0
SCE;193511;0
SCE;193512;0
SCE;193601;0
SCE;193602;0
SCE;193603;0
SCE;193604;0
SCE;193605;0
SCE;193606;0
SCE;193607;0
SCE;193608;0
SCE;193609;0
SCE;193610;0
SCE;193611;0
SCE;193612;0
SCE;193701;0
SCE;193702;0
SCE;193703;0
SCE;193704;0
SCE;193705;0
SCE;193706;0
SCE;193707;0
SCE;193708;0
SCE;193709;0
SCE;193710;0
SCE;193711;0
SCE;193712;0
SCE;193801;0
SCE;193802;0
SCE;193803;0
SCE;193804;0
SCE;193805;0
SCE;193806;0
SCE;193807;0
SCE;193808;0
SCE;193809;0
SCE;193810;0
SCE;193811;0
SCE;193812;0
SCE;193901;0
SCE;193902;0
SCE;193903;0
SCE;193904;0
SCE;193905;0
SCE;193906;0
SCE;193907;0
SCE;193908;0
SCE;193909;0
SCE;193910;0
SCE;193911;0
SCE;193912;0
SCE;194001;0
SCE;194002;0
SCE;194003;0
SCE;194004;0
SCE;194005;0
SCE;194006;0
SCE;194007;0
SCE;194008;0
SCE;194009;0
SCE;194010;0
SCE;194011;0
SCE;194012;0
SCE;194101;0
SCE;194102;0
SCE;194103;0
SCE;194104;0
SCE;194105;0
SCE;194106;0
SCE;194107;0
SCE;194108;0
SCE;194109;0
SCE;194110;0
SCE;194111;0
SCE;194112;0
SCE;194201;0
SCE;194202;0
SCE;194203;0
SCE;194204;0
SCE;194205;0
SCE;194206;0
SCE;194207;0
SCE;194208;0
SCE;194209;0
SCE;194210;0
SCE;194211;0
SCE;194212;0
SCE;194301;0
SCE;194302;0
SCE;194303;0
SCE;194304;0
SCE;194305;0
SCE;194306;0
SCE;194307;0
SCE;194308;0
SCE;194309;0
SCE;194310;0
SCE;194311;0
SCE;194312;0
SCE;194401;0
SCE;194402;0
SCE;194403;0
SCE;194404;0
SCE;194405;0
SCE;194406;0
SCE;194407;0
SCE;194408;0
SCE;194409;0
SCE;194410;0
SCE;194411;0
SCE;194412;0
SCE;194501;0
SCE;194502;0
SCE;194503;0
SCE;194504;0
SCE;194505;0
SCE;194506;0
SCE;194507;0
SCE;194508;0
SCE;194509;0
SCE;194510;0
SCE;194511;0
SCE;194512;0
SCE;194601;0
