 

stn;time;rti150yx
ZEV;1970;19700426
ZEV;1971;19711109
ZEV;1972;19720611
ZEV;1973;19730620
ZEV;1974;19740717
ZEV;1975;19750823
ZEV;1976;19760928
ZEV;1977;19771007
ZEV;1978;19780807
ZEV;1979;19791014
ZEV;1980;19800708
ZEV;1981;19810922
ZEV;1982;19820926
ZEV;1983;19830910
ZEV;1984;19840905
ZEV;1985;19850825
ZEV;1986;19860828
ZEV;1987;19870718
ZEV;1988;19880820
ZEV;1989;19890404
ZEV;1990;19900214
ZEV;1991;19910926
ZEV;1992;19920831
ZEV;1993;19931008
ZEV;1994;19940914
ZEV;1995;19950610
ZEV;1996;19960519
ZEV;1997;19970828
ZEV;1998;19980911
ZEV;1999;19990920
ZEV;2000;20001116
ZEV;2001;20010715
ZEV;2002;20021115
ZEV;2003;20031031
ZEV;2004;20040708
ZEV;2005;20050121
ZEV;2006;20061003
ZEV;2007;20070925
ZEV;2008;20080906
ZEV;2009;20090717
ZEV;2010;20100502
ZEV;2011;20110713
ZEV;2012;20120603
ZEV;2013;20131225
ZEV;2014;20141105
ZEV;2015;20150116
ZEV;2016;20160616
ZEV;2017;20170808
ZEV;2018;20181029
ZEV;2019;20190610
ZEV;2020;20201002
