 

stn;time;breclod0
ILZ;20050601;0
ILZ;20050602;0
ILZ;20050603;0
ILZ;20050604;0
ILZ;20050605;0
ILZ;20050606;0
ILZ;20050607;0
ILZ;20050608;0
ILZ;20050609;0
ILZ;20050610;0
ILZ;20050611;0
ILZ;20050612;0
ILZ;20050613;0
ILZ;20050614;0
ILZ;20050615;0
ILZ;20050616;0
ILZ;20050617;0
ILZ;20050618;0
ILZ;20050619;0
ILZ;20050620;0
ILZ;20050621;0
ILZ;20050622;0
ILZ;20050623;0
ILZ;20050624;11
ILZ;20050625;2
ILZ;20050626;0
ILZ;20050627;0
ILZ;20050628;0
ILZ;20050629;2
ILZ;20050630;0
ILZ;20050701;0
ILZ;20050702;0
ILZ;20050703;0
ILZ;20050704;0
ILZ;20050705;0
ILZ;20050706;0
ILZ;20050707;0
ILZ;20050708;0
ILZ;20050709;0
ILZ;20050710;0
ILZ;20050711;0
ILZ;20050712;0
ILZ;20050713;0
ILZ;20050714;0
ILZ;20050715;0
ILZ;20050716;0
ILZ;20050717;0
ILZ;20050718;0
ILZ;20050719;0
ILZ;20050720;0
ILZ;20050721;0
ILZ;20050722;0
ILZ;20050723;0
ILZ;20050724;0
ILZ;20050725;0
ILZ;20050726;0
ILZ;20050727;0
ILZ;20050728;0
ILZ;20050729;2
ILZ;20050730;2
ILZ;20050731;0
ILZ;20050801;0
ILZ;20050802;0
ILZ;20050803;0
ILZ;20050804;0
ILZ;20050805;0
ILZ;20050806;0
ILZ;20050807;0
ILZ;20050808;0
ILZ;20050809;0
ILZ;20050810;0
ILZ;20050811;0
ILZ;20050812;0
ILZ;20050813;0
ILZ;20050814;0
ILZ;20050815;0
ILZ;20050816;0
ILZ;20050817;0
ILZ;20050818;0
ILZ;20050819;0
ILZ;20050820;0
ILZ;20050821;0
ILZ;20050822;0
ILZ;20050823;0
ILZ;20050824;0
ILZ;20050825;0
ILZ;20050826;0
ILZ;20050827;0
ILZ;20050828;0
ILZ;20050829;0
ILZ;20050830;0
ILZ;20050831;0
ILZ;20050901;0
ILZ;20050902;1
ILZ;20050903;0
ILZ;20050904;0
ILZ;20050905;0
ILZ;20050906;0
ILZ;20050907;0
ILZ;20050908;0
ILZ;20050909;0
ILZ;20050910;0
ILZ;20050911;0
ILZ;20050912;0
ILZ;20050913;0
ILZ;20050914;0
ILZ;20050915;0
ILZ;20050916;0
ILZ;20050917;0
ILZ;20050918;0
ILZ;20050919;0
ILZ;20050920;0
ILZ;20050921;0
ILZ;20050922;0
ILZ;20050923;0
ILZ;20050924;0
ILZ;20050925;0
ILZ;20050926;0
ILZ;20050927;0
ILZ;20050928;0
ILZ;20050929;0
ILZ;20050930;0
ILZ;20051001;0
ILZ;20051002;0
ILZ;20051003;0
ILZ;20051004;0
ILZ;20051005;0
ILZ;20051006;0
ILZ;20051007;0
ILZ;20051008;0
ILZ;20051009;0
ILZ;20051010;0
ILZ;20051011;0
ILZ;20051012;0
ILZ;20051013;0
ILZ;20051014;0
ILZ;20051015;0
ILZ;20051016;0
ILZ;20051017;0
ILZ;20051018;0
ILZ;20051019;0
ILZ;20051020;0
ILZ;20051021;0
ILZ;20051022;0
ILZ;20051023;0
ILZ;20051024;0
ILZ;20051025;0
ILZ;20051026;0
ILZ;20051027;0
ILZ;20051028;0
ILZ;20051029;0
ILZ;20051030;0
ILZ;20051031;0
ILZ;20051101;0
ILZ;20051102;0
ILZ;20051103;0
ILZ;20051104;0
ILZ;20051105;0
ILZ;20051106;0
ILZ;20051107;0
ILZ;20051108;0
ILZ;20051109;0
ILZ;20051110;0
ILZ;20051111;0
ILZ;20051112;0
ILZ;20051113;0
ILZ;20051114;0
ILZ;20051115;0
ILZ;20051116;0
ILZ;20051117;0
