 

stn;time;rsd300y0
DLKIF;1941;6
DLKIF;1942;4
DLKIF;1943;4
DLKIF;1944;14
DLKIF;1945;4
DLKIF;1946;2
DLKIF;1947;3
DLKIF;1948;5
DLKIF;1949;10
DLKIF;1950;4
DLKIF;1951;3
DLKIF;1952;3
DLKIF;1953;12
DLKIF;1954;12
DLKIF;1955;6
DLKIF;1956;9
DLKIF;1957;11
DLKIF;1958;13
DLKIF;1959;12
DLKIF;1960;6
DLKIF;1961;12
DLKIF;1962;5
DLKIF;1963;3
DLKIF;1964;9
DLKIF;1965;10
DLKIF;1966;11
DLKIF;1967;8
DLKIF;1968;10
DLKIF;1969;7
DLKIF;1970;14
DLKIF;1971;6
DLKIF;1972;5
DLKIF;1973;4
DLKIF;1974;6
DLKIF;1975;7
DLKIF;1976;4
DLKIF;1977;7
DLKIF;1978;5
DLKIF;1979;7
DLKIF;1980;2
DLKIF;1981;5
DLKIF;1982;6
DLKIF;1983;8
DLKIF;1984;3
DLKIF;1985;8
DLKIF;1986;2
DLKIF;1987;2
