 

stn;time;rre150y0
DLWEI;1946;949.5
DLWEI;1947;819.7
DLWEI;1948;1004.1
DLWEI;1949;685.2
DLWEI;1950;930.3
DLWEI;1951;889.9
DLWEI;1952;992.9
DLWEI;1953;693.4
DLWEI;1954;1065.7
DLWEI;1955;1064.2
DLWEI;1956;1012.1
DLWEI;1957;884.9
DLWEI;1958;1014.5
DLWEI;1959;840.7
DLWEI;1960;988.1
DLWEI;1961;880.0
DLWEI;1962;792.6
DLWEI;1963;952.9
DLWEI;1964;933.7
DLWEI;1965;1358.7
DLWEI;1966;1136.2
DLWEI;1967;906.7
DLWEI;1968;968.3
DLWEI;1969;958.5
DLWEI;1970;1188.3
DLWEI;1971;774.4
DLWEI;1972;824.9
DLWEI;1973;1201.4
DLWEI;1974;1160.5
DLWEI;1975;1080.4
DLWEI;1976;856.6
DLWEI;1977;937.6
DLWEI;1978;1053.0
DLWEI;1979;1016.4
DLWEI;1980;846.1
DLWEI;1981;1119.4
DLWEI;1982;956.4
DLWEI;1983;770.0
DLWEI;1984;995.5
DLWEI;1985;873.7
