 

stn;time;hns000mx
DIB;198401;39
DIB;198402;60
DIB;198403;18
DIB;198404;6
DIB;198405;2
DIB;198406;0
DIB;198407;0
DIB;198408;0
DIB;198409;0
DIB;198410;0
DIB;198411;7
DIB;198412;20
DIB;198501;25
DIB;198502;57
DIB;198503;18
DIB;198504;18
DIB;198505;15
DIB;198506;0
DIB;198507;0
DIB;198508;0
DIB;198509;0
DIB;198510;0
DIB;198511;17
DIB;198512;16
DIB;198601;40
DIB;198602;20
DIB;198603;19
DIB;198604;15
DIB;198605;0
DIB;198606;0
DIB;198607;0
DIB;198608;0
DIB;198609;0
DIB;198610;0
DIB;198611;11
DIB;198612;38
DIB;198701;35
DIB;198702;7
DIB;198703;20
DIB;198704;10
DIB;198705;18
DIB;198706;0
DIB;198707;0
DIB;198708;0
DIB;198709;0
DIB;198710;0
DIB;198711;24
DIB;198712;6
DIB;198801;30
DIB;198802;53
DIB;198803;25
DIB;198804;0
DIB;198805;0
DIB;198806;0
DIB;198807;0
DIB;198808;0
DIB;198809;0
DIB;198810;0
DIB;198811;22
DIB;198812;30
DIB;198901;17
DIB;198902;23
DIB;198903;14
DIB;198904;18
DIB;198905;0
DIB;198906;0
DIB;198907;0
DIB;198908;0
DIB;198909;0
DIB;198910;2
DIB;198911;2
DIB;198912;2
DIB;199001;8
DIB;199002;20
DIB;199003;9
DIB;199004;13
DIB;199005;0
DIB;199006;0
DIB;199007;0
DIB;199008;0
DIB;199009;0
DIB;199010;0
DIB;199011;32
DIB;199012;34
DIB;199101;15
DIB;199102;25
DIB;199103;4
DIB;199104;16
DIB;199105;8
DIB;199106;0
DIB;199107;0
DIB;199108;0
DIB;199109;0
DIB;199110;6
DIB;199111;19
DIB;199112;24
DIB;199201;8
DIB;199202;42
DIB;199203;16
DIB;199204;19
DIB;199205;0
DIB;199206;0
DIB;199207;0
DIB;199208;0
DIB;199209;0
DIB;199210;14
DIB;199211;22
DIB;199212;14
DIB;199301;10
DIB;199302;41
DIB;199303;9
DIB;199304;4
DIB;199305;0
DIB;199306;0
DIB;199307;0
DIB;199308;0
DIB;199309;0
DIB;199310;1
DIB;199311;23
DIB;199312;40
DIB;199401;16
DIB;199402;15
DIB;199403;12
DIB;199404;30
DIB;199405;0
DIB;199406;0
DIB;199407;0
DIB;199408;0
DIB;199409;0
DIB;199410;0
DIB;199411;0
DIB;199412;25
DIB;199501;46
DIB;199502;26
DIB;199503;27
DIB;199504;2
DIB;199505;11
DIB;199506;0
DIB;199507;0
DIB;199508;0
DIB;199509;0
DIB;199510;0
DIB;199511;5
DIB;199512;17
DIB;199601;2
DIB;199602;27
DIB;199603;24
DIB;199604;0
DIB;199605;0
DIB;199606;0
DIB;199607;0
DIB;199608;0
DIB;199609;0
DIB;199610;0
DIB;199611;33
DIB;199612;7
DIB;199701;14
DIB;199702;17
DIB;199703;30
DIB;199704;0
DIB;199705;0
DIB;199706;0
DIB;199707;0
DIB;199708;0
DIB;199709;0
DIB;199710;1
DIB;199711;4
DIB;199712;21
DIB;199801;30
DIB;199802;9
DIB;199803;22
DIB;199804;26
DIB;199805;0
DIB;199806;0
DIB;199807;0
DIB;199808;0
DIB;199809;0
DIB;199810;3
DIB;199811;18
DIB;199812;32
DIB;199901;29
DIB;199902;51
DIB;199903;28
DIB;199904;25
DIB;199905;0
DIB;199906;0
DIB;199907;0
DIB;199908;0
DIB;199909;0
DIB;199910;0
DIB;199911;35
DIB;199912;50
DIB;200001;43
DIB;200002;24
DIB;200003;7
DIB;200004;8
DIB;200005;0
DIB;200006;0
DIB;200007;0
DIB;200008;0
DIB;200009;0
DIB;200010;0
DIB;200011;14
DIB;200012;17
DIB;200101;19
DIB;200102;15
DIB;200103;9
DIB;200104;17
DIB;200105;0
DIB;200106;0
DIB;200107;0
DIB;200108;0
DIB;200109;3
DIB;200110;0
DIB;200111;18
DIB;200112;20
DIB;200201;5
DIB;200202;20
DIB;200203;10
DIB;200204;9
DIB;200205;2
DIB;200206;0
DIB;200207;0
DIB;200208;0
DIB;200209;0
DIB;200210;5
DIB;200211;31
DIB;200212;5
DIB;200301;44
DIB;200302;28
DIB;200303;12
DIB;200304;21
DIB;200305;0
DIB;200306;0
DIB;200307;0
DIB;200308;0
DIB;200309;0
DIB;200310;11
DIB;200311;25
DIB;200312;20
DIB;200401;18
DIB;200402;8
DIB;200403;0
DIB;200404;23
DIB;200405;15
DIB;200406;0
DIB;200407;0
DIB;200408;0
DIB;200409;0
DIB;200410;1
DIB;200411;5
DIB;200412;19
DIB;200501;23
DIB;200502;32
DIB;200503;6
DIB;200504;24
DIB;200505;0
DIB;200506;0
DIB;200507;0
DIB;200508;0
DIB;200509;0
DIB;200510;0
DIB;200511;15
DIB;200512;22
DIB;200601;18
DIB;200602;21
DIB;200603;23
DIB;200604;14
DIB;200605;9
DIB;200606;0
DIB;200607;0
DIB;200608;0
DIB;200609;0
DIB;200610;0
DIB;200611;5
DIB;200612;30
DIB;200701;24
DIB;200702;21
DIB;200703;21
DIB;200704;2
DIB;200705;2
DIB;200706;0
DIB;200707;0
DIB;200708;0
DIB;200709;0
DIB;200710;0
DIB;200711;26
DIB;200712;32
DIB;200801;18
DIB;200802;18
DIB;200803;22
DIB;200804;19
DIB;200805;0
DIB;200806;0
DIB;200807;0
DIB;200808;0
DIB;200809;0
DIB;200810;28
DIB;200811;26
DIB;200812;25
