 

stn;time;rre150yx
GRY;1921;39.4
GRY;1922;45.6
GRY;1923;41.6
GRY;1924;35.0
GRY;1925;29.9
GRY;1926;43.5
GRY;1927;31.6
GRY;1928;60.1
GRY;1929;39.9
GRY;1930;58.3
GRY;1931;45.0
GRY;1932;60.6
GRY;1933;51.2
GRY;1934;40.8
GRY;1935;60.2
GRY;1936;89.0
GRY;1937;44.3
GRY;1938;72.6
GRY;1939;77.0
GRY;1940;46.6
GRY;1941;38.8
GRY;1942;53.7
GRY;1943;37.6
GRY;1944;40.6
GRY;1945;30.5
GRY;1946;49.2
GRY;1947;36.6
GRY;1948;54.6
GRY;1949;54.4
GRY;1950;58.7
GRY;1951;46.5
GRY;1952;39.8
GRY;1953;33.8
GRY;1954;58.2
GRY;1955;57.4
GRY;1956;49.8
GRY;1957;45.0
GRY;1958;56.1
GRY;1959;48.0
GRY;1960;56.3
GRY;1961;38.5
GRY;1962;47.2
GRY;1963;62.7
GRY;1964;38.9
GRY;1965;45.6
GRY;1966;46.0
GRY;1967;35.9
GRY;1968;63.9
GRY;1969;50.0
GRY;1970;36.6
GRY;1971;47.5
GRY;1972;42.5
GRY;1973;40.1
GRY;1974;51.5
GRY;1975;56.8
GRY;1976;54.2
GRY;1977;39.5
GRY;1978;69.5
GRY;1979;35.2
GRY;1980;57.5
GRY;1981;62.0
GRY;1982;40.7
GRY;1983;48.6
GRY;1984;32.5
GRY;1985;66.6
GRY;1986;53.8
GRY;1987;52.2
GRY;1988;41.9
GRY;1989;47.3
GRY;1990;64.4
GRY;1991;92.6
GRY;1992;44.4
GRY;1993;57.6
GRY;1994;45.1
GRY;1995;43.7
GRY;1996;65.2
GRY;1997;47.0
GRY;1998;47.8
GRY;1999;42.5
GRY;2000;58.3
GRY;2001;55.3
GRY;2002;67.9
GRY;2003;57.5
GRY;2004;44.1
GRY;2005;65.4
GRY;2006;78.0
GRY;2007;72.2
GRY;2008;48.0
GRY;2009;49.0
