 

stn;time;hns000mx
UBB;201112;13
UBB;201201;3
UBB;201202;10
UBB;201203;0
UBB;201204;0
UBB;201205;0
UBB;201206;0
UBB;201207;0
UBB;201208;0
UBB;201209;0
UBB;201210;13
UBB;201211;2
UBB;201212;15
UBB;201301;6
UBB;201302;15
UBB;201303;3
UBB;201304;2
UBB;201305;0
UBB;201306;0
UBB;201307;0
UBB;201308;0
UBB;201309;0
UBB;201310;0
UBB;201311;14
UBB;201312;1
UBB;201401;2
UBB;201402;0
UBB;201403;0
UBB;201404;0
UBB;201405;0
UBB;201406;0
UBB;201407;0
UBB;201408;0
UBB;201409;0
UBB;201410;0
UBB;201411;0
UBB;201412;12
