 

stn;time;rhh150yx
DAV;1981;9.2
DAV;1982;10.0
DAV;1983;7.8
DAV;1984;8.6
DAV;1985;9.0
DAV;1986;13.2
DAV;1987;13.2
DAV;1988;9.1
DAV;1989;13.4
DAV;1990;15.0
DAV;1991;12.8
DAV;1992;13.2
DAV;1993;9.8
DAV;1994;18.0
DAV;1995;34.4
DAV;1996;13.7
DAV;1997;13.9
DAV;1998;14.0
DAV;1999;10.7
DAV;2000;10.6
DAV;2001;10.6
DAV;2002;9.6
DAV;2003;17.8
DAV;2004;8.0
DAV;2005;28.7
DAV;2006;16.5
DAV;2007;8.4
DAV;2008;14.3
DAV;2009;11.2
DAV;2010;8.8
DAV;2011;10.2
DAV;2012;14.8
DAV;2013;11.3
DAV;2014;16.8
DAV;2015;10.3
DAV;2016;16.2
DAV;2017;10.9
DAV;2018;10.0
DAV;2019;15.3
DAV;2020;10.8
