 

stn;time;tnd00xy0
IYULT;1983;38
IYULT;1984;55
IYULT;1985;58
IYULT;1986;60
IYULT;1987;43
IYULT;1988;40
IYULT;1989;12
IYULT;1990;45
IYULT;1991;51
IYULT;1992;35
IYULT;1993;54
IYULT;1994;47
IYULT;1995;62
IYULT;1996;61
IYULT;1997;28
IYULT;1998;61
IYULT;1999;71
IYULT;2000;54
IYULT;2001;52
IYULT;2002;28
IYULT;2003;57
IYULT;2004;70
IYULT;2005;73
IYULT;2006;60
IYULT;2007;44
IYULT;2008;61
IYULT;2009;75
IYULT;2010;93
IYULT;2011;63
IYULT;2012;70
IYULT;2013;79
IYULT;2014;62
IYULT;2015;45
IYULT;2016;62
IYULT;2017;67
IYULT;2018;73
