 

stn;time;fklnd3m0
IYBRU;200901;0
IYBRU;200902;0
IYBRU;200903;0
IYBRU;200904;0
IYBRU;200905;0
IYBRU;200906;0
IYBRU;200907;0
IYBRU;200908;0
IYBRU;200909;0
IYBRU;200910;0
IYBRU;200911;0
IYBRU;200912;0
IYBRU;201001;0
IYBRU;201002;0
IYBRU;201003;0
IYBRU;201004;0
IYBRU;201005;0
IYBRU;201006;0
IYBRU;201007;0
IYBRU;201008;0
IYBRU;201009;0
IYBRU;201010;0
IYBRU;201011;0
IYBRU;201012;0
IYBRU;201101;0
IYBRU;201102;0
IYBRU;201103;0
IYBRU;201104;0
IYBRU;201105;0
IYBRU;201106;0
IYBRU;201107;0
IYBRU;201108;0
IYBRU;201109;0
IYBRU;201110;0
IYBRU;201111;0
IYBRU;201112;0
IYBRU;201201;0
IYBRU;201202;0
IYBRU;201203;0
IYBRU;201204;0
IYBRU;201205;0
IYBRU;201206;0
IYBRU;201207;0
IYBRU;201208;0
IYBRU;201209;0
IYBRU;201210;0
IYBRU;201211;0
IYBRU;201212;0
IYBRU;201301;0
IYBRU;201302;0
IYBRU;201303;0
IYBRU;201304;0
IYBRU;201305;0
IYBRU;201306;0
IYBRU;201307;0
IYBRU;201308;0
IYBRU;201309;0
IYBRU;201310;0
IYBRU;201311;0
IYBRU;201312;0
