 

stn;time;rsd300y0
VAD;1971;1
VAD;1972;5
VAD;1973;3
VAD;1974;2
VAD;1975;5
VAD;1976;6
VAD;1977;4
VAD;1978;3
VAD;1979;3
VAD;1980;1
VAD;1981;7
VAD;1982;6
VAD;1983;5
VAD;1984;4
VAD;1985;4
VAD;1986;1
VAD;1987;4
VAD;1988;3
VAD;1989;1
VAD;1990;1
VAD;1991;6
VAD;1992;4
VAD;1993;4
VAD;1994;4
VAD;1995;4
VAD;1996;2
VAD;1997;2
VAD;1998;1
VAD;1999;6
VAD;2000;5
VAD;2001;4
VAD;2002;7
VAD;2003;2
VAD;2004;4
VAD;2005;1
VAD;2006;1
VAD;2007;1
VAD;2008;4
VAD;2009;2
VAD;2010;5
VAD;2011;2
VAD;2012;2
VAD;2013;5
VAD;2014;4
VAD;2015;4
VAD;2016;3
VAD;2017;2
VAD;2018;5
VAD;2019;2
VAD;2020;7
