 

stn;time;rhh150mx
VSFIN;201310;5.0
VSFIN;201311;5.0
VSFIN;201312;6.7
VSFIN;201401;1.8
VSFIN;201402;3.3
VSFIN;201403;3.0
VSFIN;201404;5.1
VSFIN;201405;4.0
VSFIN;201406;6.3
VSFIN;201407;8.5
VSFIN;201408;4.1
VSFIN;201409;2.7
VSFIN;201410;3.5
VSFIN;201411;7.0
VSFIN;201412;2.8
VSFIN;201501;2.9
VSFIN;201502;2.5
VSFIN;201503;2.9
VSFIN;201504;2.1
VSFIN;201505;7.4
VSFIN;201506;5.5
VSFIN;201507;3.7
VSFIN;201508;7.2
VSFIN;201509;6.0
VSFIN;201510;4.2
VSFIN;201511;4.1
VSFIN;201512;1.0
VSFIN;201601;2.9
VSFIN;201602;3.2
VSFIN;201603;2.5
VSFIN;201604;7.7
VSFIN;201605;5.4
VSFIN;201606;6.5
VSFIN;201607;11.5
VSFIN;201608;2.3
VSFIN;201609;4.5
VSFIN;201610;11.7
VSFIN;201611;3.4
VSFIN;201612;0.2
VSFIN;201701;2.0
VSFIN;201702;2.6
VSFIN;201703;5.3
VSFIN;201704;4.0
VSFIN;201705;5.2
VSFIN;201706;10.2
VSFIN;201707;7.5
VSFIN;201708;8.6
VSFIN;201709;2.6
VSFIN;201710;1.9
VSFIN;201711;3.5
VSFIN;201712;3.2
VSFIN;201801;5.5
VSFIN;201802;1.8
VSFIN;201803;3.8
VSFIN;201804;4.1
VSFIN;201805;5.5
VSFIN;201806;5.2
VSFIN;201807;6.2
VSFIN;201808;4.0
VSFIN;201809;3.0
VSFIN;201810;8.1
VSFIN;201811;3.9
VSFIN;201812;6.1
VSFIN;201901;4.1
VSFIN;201902;3.4
VSFIN;201903;3.4
VSFIN;201904;4.2
VSFIN;201905;2.9
VSFIN;201906;8.0
VSFIN;201907;17.0
VSFIN;201908;9.7
VSFIN;201909;3.6
VSFIN;201910;6.1
VSFIN;201911;4.1
VSFIN;201912;3.3
VSFIN;202001;1.0
VSFIN;202002;3.0
VSFIN;202003;2.3
VSFIN;202004;3.6
VSFIN;202005;7.2
VSFIN;202006;4.2
VSFIN;202007;3.4
VSFIN;202008;5.2
VSFIN;202009;2.3
VSFIN;202010;5.8
VSFIN;202011;0.9
VSFIN;202012;2.5
VSFIN;202101;3.4
VSFIN;202102;1.5
VSFIN;202103;1.9
