 

stn;time;rzz150mx
MMBIR;201606;6.4
MMBIR;201607;5.0
MMBIR;201608;1.2
MMBIR;201609;1.0
MMBIR;201610;2.6
MMBIR;201611;1.4
MMBIR;201612;0.0
MMBIR;201701;0.8
MMBIR;201702;1.6
MMBIR;201703;2.4
MMBIR;201704;1.0
MMBIR;201705;4.2
MMBIR;201706;12.4
MMBIR;201707;2.8
MMBIR;201708;7.0
MMBIR;201709;3.4
MMBIR;201710;3.0
MMBIR;201711;2.4
MMBIR;201712;1.8
MMBIR;201801;3.0
MMBIR;201802;0.6
MMBIR;201803;1.6
MMBIR;201804;2.0
MMBIR;201805;2.0
MMBIR;201806;5.6
MMBIR;201807;9.6
MMBIR;201808;8.6
MMBIR;201809;2.8
MMBIR;201810;1.2
