 

stn;time;rre150y0
BIS;1969;2164.8
BIS;1970;2847.6
BIS;1971;1715.5
BIS;1972;1761.4
BIS;1973;2046.2
BIS;1974;2540.9
BIS;1975;1909.3
BIS;1976;1840.6
BIS;1977;2277.5
BIS;1978;2287.4
BIS;1979;2435.9
BIS;1980;2248.9
BIS;1981;2814.6
BIS;1982;1963.4
BIS;1983;2085.4
BIS;1984;2052.8
BIS;1985;1902.4
BIS;1986;2310.2
BIS;1987;2513.0
BIS;1988;2400.4
BIS;1989;1748.9
BIS;1990;2285.7
BIS;1991;2279.9
BIS;1992;2228.9
BIS;1993;2260.0
BIS;1994;2046.7
BIS;1995;2607.3
BIS;1996;2075.1
BIS;1997;2059.0
BIS;1998;2062.4
BIS;1999;2791.5
BIS;2000;2272.8
BIS;2001;2567.6
BIS;2002;2524.9
BIS;2003;1644.6
BIS;2004;1914.8
BIS;2005;1929.9
BIS;2006;2025.2
BIS;2007;2287.2
BIS;2008;2075.6
BIS;2009;1936.7
BIS;2010;2214.1
BIS;2011;1965.1
BIS;2012;2274.9
BIS;2013;2109.7
BIS;2014;2218.5
BIS;2015;1845.9
BIS;2016;2193.6
BIS;2017;2437.0
BIS;2018;1801.5
BIS;2019;2272.0
BIS;2020;1920.2
