 

stn;time;hns000y0
SLF4SM;1971;623
SLF4SM;1972;889
SLF4SM;1973;412
SLF4SM;1974;633
SLF4SM;1975;1002
SLF4SM;1976;519
SLF4SM;1977;685
SLF4SM;1978;820
SLF4SM;1979;590
SLF4SM;1980;421
SLF4SM;1981;414
SLF4SM;1982;429
SLF4SM;1983;396
SLF4SM;1984;503
SLF4SM;1985;532
SLF4SM;1986;713
SLF4SM;1987;534
SLF4SM;1988;212
SLF4SM;1989;369
SLF4SM;1990;280
SLF4SM;1991;268
SLF4SM;1992;256
SLF4SM;1993;296
SLF4SM;1994;542
SLF4SM;1995;287
SLF4SM;1996;572
