 

stn;time;rti150yx
WEE;1888;18880701
WEE;1889;18891010
WEE;1890;18900829
WEE;1891;18910619
WEE;1892;18920419
WEE;1893;18930908
WEE;1894;18940901
WEE;1895;18951231
WEE;1896;18960308
WEE;1897;18970819
WEE;1898;18980720
WEE;1899;18990911
WEE;1900;19000707
WEE;1901;19010802
WEE;1902;19021221
WEE;1903;19030215
WEE;1904;19040825
WEE;1905;19050806
WEE;1906;19060519
WEE;1907;19070708
WEE;1908;19080720
WEE;1909;19090816
WEE;1910;19100614
WEE;1911;19110625
WEE;1912;19120613
WEE;1913;19130824
WEE;1914;19140109
WEE;1915;19150723
WEE;1916;19160911
WEE;1917;19170820
WEE;1918;19180617
WEE;1919;19191223
WEE;1920;19200504
WEE;1921;19211103
WEE;1922;19220108
WEE;1923;19230815
WEE;1924;19240722
WEE;1925;19250709
WEE;1926;19261121
WEE;1927;19270710
WEE;1928;19280508
WEE;1929;19290706
WEE;1930;19301026
WEE;1931;19310707
WEE;1932;19320107
WEE;1933;19330729
WEE;1934;19340715
WEE;1935;19350703
WEE;1936;19361203
WEE;1937;19370615
WEE;1938;19380813
WEE;1939;19391206
WEE;1940;19400529
WEE;1941;19410812
WEE;1942;19420514
WEE;1943;19430925
WEE;1944;19441002
WEE;1945;19450307
WEE;1946;19460613
WEE;1947;19471115
WEE;1948;19480619
WEE;1949;19490907
WEE;1950;19501116
WEE;1951;19510120
WEE;1952;19520111
WEE;1953;19530626
WEE;1954;19540701
WEE;1955;19550729
WEE;1956;19560620
WEE;1957;19570710
WEE;1958;19580610
WEE;1959;19590731
WEE;1960;19600812
WEE;1961;19610514
WEE;1962;19621221
WEE;1963;19631007
WEE;1964;19640802
WEE;1965;19650610
WEE;1966;19660506
WEE;1967;19670320
WEE;1968;19680814
WEE;1969;19690817
WEE;1970;19700716
WEE;1971;19710607
WEE;1972;19721022
WEE;1973;19731021
WEE;1974;19740718
WEE;1975;19750630
WEE;1976;19760709
WEE;1977;19770731
WEE;1978;19780807
WEE;1979;19790616
WEE;1980;19801025
WEE;1981;19810928
WEE;1982;19820616
WEE;1983;19830803
WEE;1984;19840905
WEE;1985;19850806
WEE;1986;19860409
WEE;1987;19870615
WEE;1988;19881205
WEE;1989;19890902
WEE;1990;19900806
WEE;1991;19910616
WEE;1992;19920315
WEE;1993;19930705
WEE;1994;19940824
WEE;1995;19950425
WEE;1996;19960708
WEE;1997;19970705
WEE;1998;19980822
WEE;1999;19990521
WEE;2000;20000920
WEE;2001;20010618
WEE;2002;20020811
WEE;2003;20030402
WEE;2004;20040324
WEE;2005;20050822
WEE;2006;20060916
WEE;2007;20070611
WEE;2008;20080815
WEE;2009;20090717
WEE;2010;20100805
WEE;2011;20110629
WEE;2012;20121009
WEE;2013;20130601
WEE;2014;20140831
WEE;2015;20151120
WEE;2016;20160513
WEE;2017;20170901
WEE;2018;20180330
WEE;2019;20190520
WEE;2020;20200829
