 

stn;time;rre150yx
MUS;1973;36.6
MUS;1974;35.0
MUS;1975;43.5
MUS;1976;34.9
MUS;1977;33.2
MUS;1978;31.2
MUS;1979;54.8
MUS;1980;48.6
MUS;1981;49.5
MUS;1982;38.4
MUS;1983;81.2
MUS;1984;44.4
MUS;1985;50.5
MUS;1986;68.0
MUS;1987;48.5
MUS;1988;53.0
MUS;1989;35.8
MUS;1990;36.5
MUS;1991;40.6
MUS;1992;53.1
MUS;1993;53.7
MUS;1994;57.6
MUS;1995;34.8
MUS;1996;49.8
MUS;1997;56.7
MUS;1998;54.0
MUS;1999;68.6
MUS;2000;58.3
MUS;2001;48.9
MUS;2002;63.7
MUS;2003;44.5
MUS;2004;33.1
MUS;2005;40.6
MUS;2006;19.0
MUS;2007;34.1
MUS;2008;43.6
MUS;2009;38.9
MUS;2010;35.4
MUS;2011;99.2
MUS;2012;33.6
MUS;2013;39.5
MUS;2014;34.1
MUS;2015;42.5
MUS;2016;33.6
MUS;2017;32.8
MUS;2018;64.4
MUS;2019;54.6
MUS;2020;51.2
