 

stn;time;rre150yx
MAV;1900;71.6
MAV;1901;44.8
MAV;1902;75.5
MAV;1903;33.0
MAV;1904;38.0
MAV;1905;30.0
MAV;1906;31.8
MAV;1907;29.6
MAV;1908;31.2
MAV;1909;35.9
MAV;1910;67.2
MAV;1911;28.3
MAV;1912;49.0
MAV;1913;26.0
MAV;1914;38.6
MAV;1915;35.0
MAV;1916;51.0
MAV;1917;30.2
MAV;1918;60.0
MAV;1919;51.1
MAV;1920;36.6
MAV;1921;20.9
MAV;1922;65.3
MAV;1923;51.7
MAV;1924;33.4
MAV;1925;32.1
MAV;1926;46.6
MAV;1927;33.5
MAV;1928;34.8
MAV;1929;23.0
MAV;1930;77.0
MAV;1931;29.5
MAV;1932;37.0
MAV;1933;32.3
MAV;1934;44.5
MAV;1935;51.5
MAV;1936;49.2
MAV;1937;44.1
MAV;1938;47.5
MAV;1939;26.0
MAV;1940;37.5
MAV;1941;28.2
MAV;1942;34.0
MAV;1943;32.1
MAV;1944;55.9
MAV;1945;31.6
MAV;1946;41.0
MAV;1947;30.4
MAV;1948;58.1
MAV;1949;34.8
MAV;1950;50.8
MAV;1951;25.4
MAV;1952;50.6
MAV;1953;29.0
MAV;1954;59.2
MAV;1955;64.0
MAV;1956;29.5
MAV;1957;59.5
MAV;1958;65.5
MAV;1959;35.4
MAV;1960;53.1
MAV;1961;27.4
MAV;1962;35.6
MAV;1963;50.4
MAV;1964;26.9
MAV;1965;39.6
MAV;1966;61.3
MAV;1967;36.8
MAV;1968;67.0
MAV;1969;54.1
MAV;1970;48.3
MAV;1971;56.2
MAV;1972;47.0
MAV;1973;20.0
MAV;1974;41.6
MAV;1975;29.0
MAV;1976;30.7
MAV;1977;50.4
MAV;1978;60.7
MAV;1979;40.3
MAV;1980;62.5
MAV;1981;43.9
MAV;1982;37.6
MAV;1983;54.0
MAV;1984;38.2
MAV;1985;38.0
MAV;1986;45.3
MAV;1987;34.5
MAV;1988;52.0
