 

stn;time;rs1000m0
BUS;198406;0
BUS;198407;0
BUS;198408;0
BUS;198409;0
BUS;198410;0
BUS;198411;0
BUS;198412;0
BUS;198501;0
BUS;198502;0
BUS;198503;0
BUS;198504;0
BUS;198505;0
BUS;198506;0
BUS;198507;0
BUS;198508;0
BUS;198509;0
BUS;198510;0
BUS;198511;0
BUS;198512;0
BUS;198601;0
BUS;198602;0
BUS;198603;0
BUS;198604;0
BUS;198605;0
BUS;198606;0
BUS;198607;0
BUS;198608;0
BUS;198609;0
BUS;198610;0
BUS;198611;0
BUS;198612;0
BUS;198701;0
BUS;198702;0
BUS;198703;0
BUS;198704;0
BUS;198705;0
BUS;198706;0
BUS;198707;0
BUS;198708;0
BUS;198709;0
BUS;198710;0
BUS;198711;0
BUS;198712;0
BUS;198801;0
BUS;198802;0
BUS;198803;0
BUS;198804;0
BUS;198805;0
BUS;198806;0
BUS;198807;0
BUS;198808;0
BUS;198809;0
BUS;198810;0
BUS;198811;0
BUS;198812;0
BUS;198901;0
BUS;198902;0
BUS;198903;0
BUS;198904;0
BUS;198905;0
BUS;198906;0
BUS;198907;0
BUS;198908;0
BUS;198909;0
BUS;198910;0
BUS;198911;0
BUS;198912;0
BUS;199001;0
BUS;199002;0
BUS;199003;0
BUS;199004;0
BUS;199005;0
BUS;199006;0
BUS;199007;0
BUS;199008;0
BUS;199009;0
BUS;199010;0
BUS;199011;0
BUS;199012;0
BUS;199101;0
BUS;199102;0
BUS;199103;0
BUS;199104;0
BUS;199105;0
BUS;199106;0
BUS;199107;0
BUS;199108;0
BUS;199109;0
BUS;199110;0
BUS;199111;0
BUS;199112;0
BUS;199201;0
BUS;199202;0
BUS;199203;0
BUS;199204;0
BUS;199205;0
BUS;199206;0
BUS;199207;0
BUS;199208;0
BUS;199209;0
BUS;199210;0
BUS;199211;0
BUS;199212;0
BUS;199301;0
BUS;199302;0
BUS;199303;0
BUS;199304;0
BUS;199305;0
BUS;199306;0
BUS;199307;0
BUS;199308;0
BUS;199309;0
BUS;199310;0
BUS;199311;0
BUS;199312;0
BUS;199401;0
BUS;199402;0
BUS;199403;0
BUS;199404;0
BUS;199405;0
BUS;199406;0
BUS;199407;0
BUS;199408;0
BUS;199409;0
BUS;199410;0
BUS;199411;0
BUS;199412;0
BUS;199501;0
BUS;199502;0
BUS;199503;0
BUS;199504;0
BUS;199505;0
BUS;199506;0
BUS;199507;0
BUS;199508;0
BUS;199509;0
BUS;199510;0
BUS;199511;0
BUS;199512;0
BUS;199601;0
BUS;199602;0
BUS;199603;0
BUS;199604;0
BUS;199605;0
BUS;199606;0
BUS;199607;0
BUS;199608;0
BUS;199609;0
BUS;199610;0
BUS;199611;0
BUS;199612;0
BUS;199701;0
BUS;199702;0
BUS;199703;0
BUS;199704;0
BUS;199705;0
BUS;199706;0
BUS;199707;0
BUS;199708;0
BUS;199709;0
BUS;199710;0
BUS;199711;0
BUS;199712;0
BUS;199801;0
BUS;199802;0
BUS;199803;0
BUS;199804;0
BUS;199805;0
BUS;199806;0
BUS;199807;0
BUS;199808;0
BUS;199809;0
BUS;199810;0
BUS;199811;0
BUS;199812;0
BUS;199901;0
BUS;199902;0
BUS;199903;0
BUS;199904;0
BUS;199905;0
BUS;199906;0
BUS;199907;0
BUS;199908;0
BUS;199909;0
BUS;199910;0
BUS;199911;0
BUS;199912;0
BUS;200001;0
BUS;200002;0
BUS;200003;0
BUS;200004;0
BUS;200005;0
BUS;200006;0
BUS;200007;0
BUS;200008;0
BUS;200009;0
BUS;200010;0
BUS;200011;0
BUS;200012;0
BUS;200101;0
BUS;200102;0
BUS;200103;0
BUS;200104;0
BUS;200105;0
BUS;200106;0
BUS;200107;0
BUS;200108;0
BUS;200109;0
BUS;200110;0
BUS;200111;0
BUS;200112;0
BUS;200201;0
BUS;200202;0
BUS;200203;0
BUS;200204;0
BUS;200205;0
BUS;200206;0
BUS;200207;0
BUS;200208;0
BUS;200209;0
BUS;200210;0
BUS;200211;0
BUS;200212;0
BUS;200301;0
BUS;200302;0
BUS;200303;0
BUS;200304;0
BUS;200305;0
BUS;200306;0
BUS;200307;0
BUS;200308;0
BUS;200309;0
BUS;200310;0
BUS;200311;0
BUS;200312;0
BUS;200401;0
BUS;200402;0
BUS;200403;0
BUS;200404;0
BUS;200405;0
BUS;200406;0
BUS;200407;0
BUS;200408;0
BUS;200409;0
BUS;200410;0
BUS;200411;0
BUS;200412;0
BUS;200501;0
BUS;200502;0
BUS;200503;0
BUS;200504;0
BUS;200505;0
BUS;200506;0
BUS;200507;0
BUS;200508;0
BUS;200509;0
BUS;200510;0
BUS;200511;0
BUS;200512;0
BUS;200601;0
BUS;200602;0
BUS;200603;0
BUS;200604;0
BUS;200605;0
BUS;200606;0
BUS;200607;0
BUS;200608;0
BUS;200609;0
BUS;200610;0
BUS;200611;0
BUS;200612;0
BUS;200701;0
BUS;200702;0
BUS;200703;0
BUS;200704;0
BUS;200705;0
BUS;200706;0
BUS;200707;0
BUS;200708;0
BUS;200709;0
BUS;200710;0
BUS;200711;0
BUS;200712;0
BUS;200801;0
BUS;200802;0
BUS;200803;0
BUS;200804;0
BUS;200805;0
BUS;200806;0
BUS;200807;0
BUS;200808;0
BUS;200809;0
BUS;200810;0
BUS;200811;0
BUS;200812;0
BUS;200901;0
BUS;200902;0
BUS;200903;0
BUS;200904;0
BUS;200905;0
BUS;200906;0
BUS;200907;0
BUS;200908;0
BUS;200909;0
BUS;200910;0
BUS;200911;0
BUS;200912;0
BUS;201001;0
BUS;201002;0
BUS;201003;0
BUS;201004;0
BUS;201005;0
BUS;201006;0
BUS;201007;0
BUS;201008;0
BUS;201009;0
BUS;201010;0
BUS;201011;0
BUS;201012;0
BUS;201101;0
BUS;201102;0
BUS;201103;0
BUS;201104;0
BUS;201105;0
BUS;201106;0
BUS;201107;0
BUS;201108;0
BUS;201109;0
BUS;201110;0
BUS;201111;0
BUS;201112;0
BUS;201201;0
BUS;201202;0
BUS;201203;0
BUS;201204;0
BUS;201205;0
BUS;201206;0
BUS;201207;0
BUS;201208;0
BUS;201209;0
BUS;201210;0
BUS;201211;0
BUS;201212;0
BUS;201301;0
BUS;201302;0
BUS;201303;0
BUS;201304;0
BUS;201305;0
BUS;201306;0
BUS;201307;0
BUS;201308;0
BUS;201309;0
BUS;201310;0
BUS;201311;0
BUS;201312;0
BUS;201401;0
BUS;201402;0
BUS;201403;0
BUS;201404;0
BUS;201405;0
BUS;201406;0
BUS;201407;0
BUS;201408;0
BUS;201409;0
BUS;201410;0
BUS;201411;0
BUS;201412;0
BUS;201501;0
BUS;201502;0
BUS;201503;0
BUS;201504;0
BUS;201505;0
BUS;201506;0
BUS;201507;0
BUS;201508;0
BUS;201509;0
BUS;201510;0
BUS;201511;0
BUS;201512;0
BUS;201601;0
BUS;201602;0
BUS;201603;0
BUS;201604;0
BUS;201605;0
BUS;201606;0
BUS;201607;0
BUS;201608;0
BUS;201609;0
BUS;201610;0
BUS;201611;0
BUS;201612;0
BUS;201701;0
BUS;201702;0
BUS;201703;0
BUS;201704;0
BUS;201705;0
BUS;201706;0
BUS;201707;0
BUS;201708;0
BUS;201709;0
BUS;201710;0
BUS;201711;0
BUS;201712;0
BUS;201801;0
BUS;201802;0
BUS;201803;0
BUS;201804;0
BUS;201805;0
BUS;201806;0
BUS;201807;0
BUS;201808;0
BUS;201809;0
BUS;201810;0
BUS;201811;0
BUS;201812;0
BUS;201901;0
BUS;201902;0
BUS;201903;0
BUS;201904;0
BUS;201905;0
BUS;201906;0
BUS;201907;0
BUS;201908;0
BUS;201909;0
BUS;201910;0
BUS;201911;0
BUS;201912;0
BUS;202001;0
BUS;202002;0
BUS;202003;0
BUS;202004;0
BUS;202005;0
BUS;202006;0
BUS;202007;0
BUS;202008;0
BUS;202009;0
BUS;202010;0
BUS;202011;0
BUS;202012;0
BUS;202101;0
BUS;202102;0
BUS;202103;0
