 

stn;time;fu3010m1
SHA;198109;60.5
SHA;198110;80.3
SHA;198111;65.2
SHA;198112;92.9
SHA;198201;79.9
SHA;198202;51.5
SHA;198203;94.7
SHA;198204;88.2
SHA;198205;81.4
SHA;198206;71.6
SHA;198207;92.2
SHA;198208;64.1
SHA;198209;70.2
SHA;198210;92.2
SHA;198211;69.5
SHA;198212;106.9
SHA;198301;91.8
SHA;198302;109.8
SHA;198303;100.8
SHA;198304;92.5
SHA;198305;81.4
SHA;198306;68.4
SHA;198307;77.4
SHA;198308;54.7
SHA;198309;86.4
SHA;198310;81.0
SHA;198311;119.9
SHA;198312;102.2
SHA;198401;104.8
SHA;198402;82.4
SHA;198403;76.0
SHA;198404;65.2
SHA;198405;68.8
SHA;198406;62.6
SHA;198407;68.4
SHA;198408;54.0
SHA;198409;81.0
SHA;198410;70.9
SHA;198411;112.0
SHA;198412;84.6
SHA;198501;59.0
SHA;198502;78.8
SHA;198503;96.1
SHA;198504;115.9
SHA;198505;66.6
SHA;198506;90.4
SHA;198507;92.2
SHA;198508;85.3
SHA;198509;71.3
SHA;198510;66.2
SHA;198511;90.0
SHA;198512;68.0
SHA;198601;102.2
SHA;198602;55.8
SHA;198603;142.9
SHA;198604;85.7
SHA;198605;74.9
SHA;198606;74.2
SHA;198607;59.8
SHA;198608;93.6
SHA;198609;85.0
SHA;198610;97.6
SHA;198611;60.5
SHA;198612;93.6
SHA;198701;97.9
SHA;198702;50.4
SHA;198703;96.8
SHA;198704;91.8
SHA;198705;72.0
SHA;198706;74.5
SHA;198707;82.8
SHA;198708;73.8
SHA;198709;76.0
SHA;198710;86.8
SHA;198711;95.8
SHA;198712;60.1
SHA;198801;108.0
SHA;198802;113.0
SHA;198803;100.1
SHA;198804;57.2
SHA;198805;78.8
SHA;198806;59.4
SHA;198807;96.5
SHA;198808;81.0
SHA;198809;69.5
SHA;198810;86.4
SHA;198811;53.3
SHA;198812;98.3
SHA;198901;56.5
SHA;198902;91.1
SHA;198903;78.5
SHA;198904;82.1
SHA;198905;75.6
SHA;198906;82.4
SHA;198907;75.6
SHA;198908;73.8
SHA;198909;86.0
SHA;198910;77.4
SHA;198911;63.7
SHA;198912;104.8
SHA;199001;111.2
SHA;199002;114.1
SHA;199003;112.7
SHA;199004;82.8
SHA;199005;56.5
SHA;199006;118.8
SHA;199007;76.0
SHA;199008;104.0
SHA;199009;86.8
SHA;199010;101.2
SHA;199011;78.8
SHA;199012;74.2
SHA;199101;73.1
SHA;199102;89.6
SHA;199103;76.0
SHA;199104;55.1
SHA;199105;52.9
SHA;199106;100.4
SHA;199107;98.3
SHA;199108;56.5
SHA;199109;90.0
SHA;199110;78.5
SHA;199111;93.2
SHA;199112;86.8
SHA;199201;67.3
SHA;199202;70.9
SHA;199203;95.4
SHA;199204;92.5
SHA;199205;94.3
SHA;199206;59.8
SHA;199207;90.7
SHA;199208;76.3
SHA;199209;80.6
SHA;199210;133.2
SHA;199211;92.5
SHA;199212;78.8
SHA;199301;110.9
SHA;199302;86.8
SHA;199303;67.0
SHA;199304;82.8
SHA;199305;83.9
SHA;199306;67.3
SHA;199307;67.3
SHA;199308;60.8
SHA;199309;66.6
SHA;199310;89.6
SHA;199311;102.6
SHA;199312;118.8
SHA;199401;107.6
SHA;199402;57.2
SHA;199403;98.6
SHA;199404;96.5
SHA;199405;90.0
SHA;199406;112.7
SHA;199407;102.2
SHA;199408;66.2
SHA;199409;80.3
SHA;199410;67.7
SHA;199411;67.0
SHA;199412;82.1
SHA;199501;159.5
SHA;199502;94.3
SHA;199503;88.9
SHA;199504;73.1
SHA;199505;69.5
SHA;199506;65.5
SHA;199507;126.7
SHA;199508;67.7
SHA;199509;101.5
SHA;199510;52.9
SHA;199511;68.4
SHA;199512;88.2
SHA;199601;47.2
SHA;199602;77.8
SHA;199603;63.7
SHA;199604;55.4
SHA;199605;95.4
SHA;199606;90.0
SHA;199607;80.6
SHA;199608;85.3
SHA;199609;72.4
SHA;199610;102.2
SHA;199611;90.7
SHA;199612;74.9
SHA;199701;48.2
SHA;199702;108.7
SHA;199703;94.0
SHA;199704;70.6
SHA;199705;94.3
SHA;199706;75.2
SHA;199707;96.8
SHA;199708;71.6
SHA;199709;49.0
SHA;199710;84.2
SHA;199711;55.4
SHA;199712;91.1
SHA;199801;132.5
SHA;199802;86.0
SHA;199803;109.1
SHA;199804;93.2
SHA;199805;120.6
SHA;199806;72.0
SHA;199807;73.4
SHA;199808;87.1
SHA;199809;78.1
SHA;199810;114.8
SHA;199811;80.6
SHA;199812;88.6
SHA;199901;81.4
SHA;199902;91.1
SHA;199903;61.6
SHA;199904;76.7
SHA;199905;63.0
SHA;199906;81.4
SHA;199907;68.0
SHA;199908;97.9
SHA;199909;55.4
SHA;199910;73.4
SHA;199911;57.6
SHA;199912;162.0
SHA;200001;82.4
SHA;200002;79.9
SHA;200003;91.1
SHA;200004;77.0
SHA;200005;81.4
SHA;200006;52.9
SHA;200007;72.0
SHA;200008;51.8
SHA;200009;79.9
SHA;200010;83.2
SHA;200011;65.9
SHA;200012;66.6
SHA;200101;106.2
SHA;200102;82.1
SHA;200103;89.3
SHA;200104;94.3
SHA;200105;63.0
SHA;200106;63.4
SHA;200107;92.2
SHA;200108;81.0
SHA;200109;76.0
SHA;200110;63.7
SHA;200111;88.9
SHA;200112;104.4
SHA;200201;100.1
SHA;200202;91.8
SHA;200203;88.2
SHA;200204;81.0
SHA;200205;63.4
SHA;200206;85.0
SHA;200207;86.4
SHA;200208;58.7
SHA;200209;59.0
SHA;200210;110.2
SHA;200211;73.1
SHA;200212;73.4
SHA;200301;110.5
SHA;200302;74.9
SHA;200303;70.2
SHA;200304;91.8
SHA;200305;103.3
SHA;200306;85.3
SHA;200307;94.0
SHA;200308;82.4
SHA;200309;64.4
SHA;200310;81.4
SHA;200311;61.9
SHA;200312;94.3
SHA;200401;100.1
SHA;200402;96.5
SHA;200403;88.9
SHA;200404;83.5
SHA;200405;73.4
SHA;200406;76.0
SHA;200407;104.0
SHA;200408;91.4
SHA;200409;76.3
SHA;200410;68.8
SHA;200411;85.7
SHA;200412;97.6
SHA;200501;102.2
SHA;200502;81.0
SHA;200503;77.4
SHA;200504;76.3
SHA;200505;105.1
SHA;200506;86.0
SHA;200507;94.3
SHA;200508;59.4
SHA;200509;77.0
SHA;200510;46.4
SHA;200511;72.4
SHA;200512;75.2
SHA;200601;59.4
SHA;200602;79.6
SHA;200603;92.2
SHA;200604;89.6
SHA;200605;92.5
SHA;200606;101.9
SHA;200607;90.7
SHA;200608;75.2
SHA;200609;56.5
SHA;200610;101.9
SHA;200611;81.0
SHA;200612;89.6
SHA;200701;105.8
SHA;200702;102.2
SHA;200703;97.9
SHA;200704;69.1
SHA;200705;88.9
