 

stn;time;rre150yx
LUZ;1881;62.1
LUZ;1882;76.6
LUZ;1883;50.7
LUZ;1884;65.6
LUZ;1885;55.2
LUZ;1886;62.6
LUZ;1887;44.4
LUZ;1888;69.7
LUZ;1889;38.1
LUZ;1890;40.3
LUZ;1891;51.6
LUZ;1892;39.0
LUZ;1893;36.6
LUZ;1894;51.3
LUZ;1895;55.9
LUZ;1896;40.8
LUZ;1897;70.1
LUZ;1898;43.2
LUZ;1899;55.0
LUZ;1900;65.5
LUZ;1901;48.8
LUZ;1902;75.1
LUZ;1903;51.5
LUZ;1904;40.5
LUZ;1905;55.0
LUZ;1906;60.9
LUZ;1907;63.4
LUZ;1908;62.4
LUZ;1909;42.7
LUZ;1910;80.5
LUZ;1911;63.9
LUZ;1912;78.0
LUZ;1913;36.7
LUZ;1914;53.0
LUZ;1915;36.3
LUZ;1916;44.0
LUZ;1917;55.5
LUZ;1918;50.8
LUZ;1919;41.7
LUZ;1920;42.6
LUZ;1921;43.0
LUZ;1922;45.2
LUZ;1923;36.9
LUZ;1924;48.0
LUZ;1925;58.0
LUZ;1926;52.7
LUZ;1927;52.7
LUZ;1928;50.1
LUZ;1929;43.4
LUZ;1930;51.0
LUZ;1931;61.7
LUZ;1932;42.0
LUZ;1933;32.5
LUZ;1934;71.2
LUZ;1935;60.2
LUZ;1936;39.0
LUZ;1937;41.3
LUZ;1938;46.5
LUZ;1939;56.0
LUZ;1940;66.6
LUZ;1941;37.4
LUZ;1942;52.0
LUZ;1943;34.1
LUZ;1944;111.0
LUZ;1945;42.3
LUZ;1946;48.3
LUZ;1947;55.2
LUZ;1948;33.8
LUZ;1949;55.5
LUZ;1950;47.5
LUZ;1951;60.0
LUZ;1952;34.3
LUZ;1953;38.5
LUZ;1954;84.2
LUZ;1955;44.2
LUZ;1956;53.4
LUZ;1957;35.2
LUZ;1958;52.4
LUZ;1959;42.8
LUZ;1960;48.8
LUZ;1961;36.7
LUZ;1962;45.4
LUZ;1963;44.2
LUZ;1964;50.1
LUZ;1965;40.5
LUZ;1966;44.4
LUZ;1967;50.0
LUZ;1968;48.1
LUZ;1969;58.8
LUZ;1970;49.6
LUZ;1971;72.0
LUZ;1972;81.6
LUZ;1973;80.1
LUZ;1974;31.4
LUZ;1975;65.7
LUZ;1976;93.6
LUZ;1977;40.6
LUZ;1978;106.7
LUZ;1979;49.6
LUZ;1980;44.0
LUZ;1981;58.5
LUZ;1982;39.4
LUZ;1983;38.9
LUZ;1984;75.4
LUZ;1985;50.3
LUZ;1986;40.9
LUZ;1987;42.2
LUZ;1988;57.3
LUZ;1989;65.6
LUZ;1990;47.1
LUZ;1991;49.8
LUZ;1992;47.3
LUZ;1993;94.4
LUZ;1994;61.7
LUZ;1995;65.3
LUZ;1996;63.3
LUZ;1997;65.0
LUZ;1998;46.7
LUZ;1999;47.2
LUZ;2000;48.6
LUZ;2001;49.4
LUZ;2002;111.8
LUZ;2003;28.6
LUZ;2004;39.2
LUZ;2005;81.1
LUZ;2006;69.6
LUZ;2007;59.9
LUZ;2008;46.0
LUZ;2009;55.0
LUZ;2010;67.4
LUZ;2011;44.1
LUZ;2012;59.1
LUZ;2013;56.6
LUZ;2014;53.6
LUZ;2015;43.2
LUZ;2016;70.7
LUZ;2017;43.2
LUZ;2018;41.4
LUZ;2019;46.2
LUZ;2020;56.3
