 

stn;time;rre150y0
WEN;1923;1013.0
WEN;1924;804.8
WEN;1925;870.3
WEN;1926;905.9
WEN;1927;1054.9
WEN;1928;895.6
WEN;1929;707.3
WEN;1930;1070.7
WEN;1931;994.0
WEN;1932;911.1
WEN;1933;835.3
WEN;1934;788.2
WEN;1935;940.0
WEN;1936;981.7
WEN;1937;926.6
WEN;1938;843.3
WEN;1939;1241.9
WEN;1940;999.3
WEN;1941;797.3
WEN;1942;860.5
WEN;1943;591.6
WEN;1944;895.6
WEN;1945;745.3
WEN;1946;772.2
WEN;1947;575.6
WEN;1948;954.8
WEN;1949;629.4
WEN;1950;998.6
WEN;1951;1056.6
WEN;1952;973.0
WEN;1953;608.3
WEN;1954;932.6
WEN;1955;963.4
WEN;1956;1054.5
WEN;1957;818.1
WEN;1958;867.6
WEN;1959;771.0
WEN;1960;863.4
WEN;1961;799.6
WEN;1962;631.9
WEN;1963;787.0
WEN;1964;772.9
WEN;1965;1117.8
WEN;1966;940.1
WEN;1967;787.6
WEN;1968;999.5
WEN;1969;943.0
WEN;1970;857.9
WEN;1971;697.1
WEN;1972;750.5
WEN;1973;842.6
WEN;1974;764.4
WEN;1975;887.6
WEN;1976;602.7
WEN;1977;948.5
WEN;1978;923.6
WEN;1979;954.1
WEN;1980;874.6
WEN;1981;1102.0
WEN;1982;1161.4
WEN;1983;802.3
WEN;1984;858.4
WEN;1985;678.1
WEN;1986;974.4
WEN;1987;955.9
WEN;1988;889.9
WEN;1989;692.9
WEN;1990;855.3
WEN;1991;778.9
WEN;1992;892.2
WEN;1993;824.6
