 

stn;time;rsd100m0
INN;196101;4
INN;196102;6
INN;196103;6
INN;196104;4
INN;196105;15
INN;196106;5
INN;196107;8
INN;196108;10
INN;196109;3
INN;196110;3
INN;196111;3
INN;196112;6
INN;196201;10
INN;196202;6
INN;196203;4
INN;196204;8
INN;196205;9
INN;196206;5
INN;196207;9
INN;196208;8
INN;196209;5
INN;196210;2
INN;196211;2
INN;196212;9
INN;196301;4
INN;196302;2
INN;196303;9
INN;196304;5
INN;196305;8
INN;196306;12
INN;196307;7
INN;196308;14
INN;196309;7
INN;196310;3
INN;196311;4
INN;196312;0
INN;196401;2
INN;196402;3
INN;196403;6
INN;196404;6
INN;196405;5
INN;196406;8
INN;196407;6
INN;196408;9
INN;196409;7
INN;196410;7
INN;196411;6
INN;196412;3
INN;196501;6
INN;196502;6
INN;196503;7
INN;196504;14
INN;196505;10
INN;196506;11
INN;196507;12
INN;196508;7
INN;196509;8
INN;196510;0
INN;196511;7
INN;196512;11
INN;196601;5
INN;196602;8
INN;196603;9
INN;196604;6
INN;196605;5
INN;196606;11
INN;196607;10
INN;196608;11
INN;196609;2
INN;196610;4
INN;196611;7
INN;196612;13
INN;196701;5
INN;196702;4
INN;196703;11
INN;196704;6
INN;196705;10
INN;196706;5
INN;196707;5
INN;196708;8
INN;196709;9
INN;196710;3
INN;196711;2
INN;196712;6
INN;196801;13
INN;196802;3
INN;196803;6
INN;196804;5
INN;196805;5
INN;196806;7
INN;196807;10
INN;196808;13
INN;196809;9
INN;196810;2
INN;196811;2
INN;196812;7
INN;196901;3
INN;196902;6
INN;196903;2
INN;196904;10
INN;196905;9
INN;196906;12
INN;196907;7
INN;196908;15
INN;196909;2
INN;196910;2
INN;196911;10
INN;196912;6
INN;197001;4
INN;197002;14
INN;197003;5
INN;197004;12
INN;197005;7
INN;197006;9
INN;197007;9
INN;197008;15
INN;197009;5
INN;197010;7
INN;197011;4
INN;197012;3
INN;197101;0
INN;197102;7
INN;197103;3
INN;197104;3
INN;197105;6
INN;197106;15
INN;197107;7
INN;197108;10
INN;197109;5
INN;197110;1
INN;197111;3
INN;197112;2
INN;197201;0
INN;197202;0
INN;197203;1
INN;197204;7
INN;197205;8
INN;197206;6
INN;197207;12
INN;197208;6
INN;197209;4
INN;197210;5
INN;197211;9
INN;197212;0
INN;197301;3
INN;197302;4
INN;197303;1
INN;197304;8
INN;197305;7
INN;197306;5
INN;197307;9
INN;197308;7
INN;197309;6
INN;197310;6
INN;197311;8
INN;197312;6
INN;197401;3
INN;197402;4
INN;197403;2
INN;197404;3
INN;197405;10
INN;197406;10
INN;197407;9
INN;197408;6
INN;197409;10
INN;197410;15
INN;197411;9
INN;197412;10
INN;197501;6
INN;197502;1
INN;197503;6
INN;197504;11
INN;197505;7
INN;197506;11
INN;197507;6
INN;197508;11
INN;197509;7
INN;197510;4
INN;197511;6
INN;197512;0
INN;197601;5
INN;197602;2
INN;197603;1
INN;197604;4
INN;197605;7
INN;197606;4
INN;197607;11
INN;197608;4
INN;197609;7
INN;197610;4
INN;197611;4
INN;197612;6
INN;197701;4
INN;197702;9
INN;197703;3
INN;197704;12
INN;197705;3
INN;197706;6
INN;197707;8
INN;197708;6
INN;197709;2
INN;197710;3
INN;197711;9
INN;197712;5
INN;197801;5
INN;197802;8
INN;197803;8
INN;197804;4
INN;197805;8
INN;197806;10
INN;197807;10
INN;197808;6
INN;197809;6
INN;197810;4
INN;197811;2
INN;197812;5
INN;197901;3
INN;197902;3
