 

stn;time;rhs150m0
GSB;190101;172.1
GSB;190102;86.5
GSB;190103;306.5
GSB;190104;372.3
GSB;190105;74.8
GSB;190106;165.2
GSB;190107;120.6
GSB;190108;89.1
GSB;190109;230.0
GSB;190110;410.5
GSB;190111;41.3
GSB;190112;299.6
GSB;190201;209.0
GSB;190202;196.6
GSB;190203;263.0
GSB;190204;175.2
GSB;190205;235.1
GSB;190206;95.5
GSB;190207;85.2
GSB;190208;134.8
GSB;190209;72.0
GSB;190210;231.2
GSB;190211;148.3
GSB;190212;134.5
GSB;190301;165.9
GSB;190302;103.5
GSB;190303;174.4
GSB;190304;134.7
GSB;190305;300.0
GSB;190306;231.7
GSB;190307;137.2
GSB;190308;150.1
GSB;190309;112.4
GSB;190310;385.7
GSB;190311;181.1
GSB;190312;144.4
GSB;190401;151.3
GSB;190402;367.9
GSB;190403;135.1
GSB;190404;236.2
GSB;190405;122.2
GSB;190406;197.8
GSB;190407;71.5
GSB;190408;99.5
GSB;190409;87.8
GSB;190410;110.5
GSB;190411;68.7
GSB;190412;132.0
GSB;190501;75.6
GSB;190502;122.8
GSB;190503;282.7
GSB;190504;206.1
GSB;190505;280.3
GSB;190506;233.9
GSB;190507;140.6
GSB;190508;266.3
GSB;190509;252.9
GSB;190510;173.0
GSB;190511;292.1
GSB;190512;83.9
GSB;190601;159.7
GSB;190602;252.3
GSB;190603;167.2
GSB;190604;198.7
GSB;190605;205.9
GSB;190606;26.8
GSB;190607;131.7
GSB;190608;22.6
GSB;190609;40.6
GSB;190610;132.4
GSB;190611;333.3
GSB;190612;269.8
GSB;190701;178.5
GSB;190702;106.9
GSB;190703;193.9
GSB;190704;170.8
GSB;190705;195.9
GSB;190706;147.4
GSB;190707;202.4
GSB;190708;162.1
GSB;190709;146.2
GSB;190710;486.3
GSB;190711;126.5
GSB;190712;313.2
GSB;190801;68.7
GSB;190802;266.3
GSB;190803;223.1
GSB;190804;137.4
GSB;190805;200.9
GSB;190806;188.5
GSB;190807;111.3
GSB;190808;80.5
GSB;190809;144.7
GSB;190810;55.8
GSB;190811;116.0
GSB;190812;164.8
GSB;190901;172.9
GSB;190902;88.3
GSB;190903;198.1
GSB;190904;166.6
GSB;190905;96.9
GSB;190906;248.3
GSB;190907;104.9
GSB;190908;203.5
GSB;190909;112.1
GSB;190910;247.9
GSB;190911;66.3
GSB;190912;360.0
GSB;191001;328.4
GSB;191002;214.2
GSB;191003;133.7
GSB;191004;201.1
GSB;191005;164.4
GSB;191006;147.8
GSB;191007;128.9
GSB;191008;119.2
GSB;191009;152.8
GSB;191010;245.4
GSB;191011;488.3
GSB;191012;344.4
GSB;191101;51.3
GSB;191102;157.4
GSB;191103;227.3
GSB;191104;79.0
GSB;191105;135.3
GSB;191106;253.3
GSB;191107;31.9
GSB;191108;53.9
GSB;191109;166.6
GSB;191110;187.4
GSB;191111;236.1
GSB;191112;248.5
GSB;191201;129.8
GSB;191202;213.1
GSB;191203;355.2
GSB;191204;155.7
GSB;191205;139.7
GSB;191206;201.5
GSB;191207;100.5
GSB;191208;276.3
GSB;191209;45.4
GSB;191210;265.7
GSB;191211;153.2
GSB;191212;186.8
GSB;191301;253.3
GSB;191302;67.2
GSB;191303;236.8
GSB;191304;284.4
GSB;191305;236.2
GSB;191306;134.5
GSB;191307;125.8
GSB;191308;90.8
GSB;191309;251.9
GSB;191310;132.1
GSB;191311;340.4
GSB;191312;205.0
GSB;191401;128.8
GSB;191402;168.8
GSB;191403;706.7
GSB;191404;160.5
GSB;191405;316.9
GSB;191406;89.3
GSB;191407;285.1
GSB;191408;146.5
GSB;191409;126.0
GSB;191410;187.1
GSB;191411;199.9
GSB;191412;224.5
GSB;191501;330.6
GSB;191502;183.1
GSB;191503;148.8
GSB;191504;223.6
GSB;191505;113.0
GSB;191506;145.6
GSB;191507;238.7
GSB;191508;100.8
GSB;191509;175.8
GSB;191510;124.4
GSB;191511;182.5
GSB;191512;297.2
GSB;191601;125.3
GSB;191602;264.2
GSB;191603;280.5
GSB;191604;253.7
GSB;191605;174.2
GSB;191606;146.0
GSB;191607;93.0
GSB;191608;113.6
GSB;191609;151.3
GSB;191610;212.0
GSB;191611;211.5
GSB;191612;454.2
GSB;191701;88.9
GSB;191702;22.2
GSB;191703;233.4
GSB;191704;133.9
GSB;191705;271.7
GSB;191706;143.0
GSB;191707;207.5
GSB;191708;169.3
GSB;191709;58.4
GSB;191710;342.1
GSB;191711;131.0
GSB;191712;134.0
GSB;191801;174.0
GSB;191802;72.4
GSB;191803;164.4
GSB;191804;270.1
GSB;191805;94.7
GSB;191806;249.9
GSB;191807;80.1
GSB;191808;99.0
GSB;191809;207.2
GSB;191810;231.4
GSB;191811;193.0
GSB;191812;459.8
GSB;191901;91.5
GSB;191902;124.0
GSB;191903;150.4
GSB;191904;175.0
GSB;191905;30.0
GSB;191906;59.8
GSB;191907;118.1
GSB;191908;23.1
GSB;191909;73.7
GSB;191910;157.8
GSB;191911;232.0
GSB;191912;242.8
GSB;192001;381.6
GSB;192002;42.1
GSB;192003;246.3
GSB;192004;258.0
GSB;192005;99.3
GSB;192006;132.0
GSB;192007;94.7
GSB;192008;114.6
GSB;192009;281.6
GSB;192010;86.6
GSB;192011;93.7
GSB;192012;73.9
GSB;192101;99.4
GSB;192102;40.7
GSB;192103;89.8
GSB;192104;175.4
GSB;192105;127.3
GSB;192106;134.7
GSB;192107;115.5
GSB;192108;156.6
GSB;192109;67.9
GSB;192110;41.7
GSB;192111;80.1
GSB;192112;76.0
GSB;192201;267.8
GSB;192202;189.6
GSB;192203;248.8
GSB;192204;441.8
GSB;192205;63.2
GSB;192206;135.6
GSB;192207;196.9
GSB;192208;158.6
GSB;192209;213.8
GSB;192210;157.2
GSB;192211;174.0
GSB;192212;229.0
GSB;192301;136.4
GSB;192302;252.5
GSB;192303;116.2
GSB;192304;177.1
GSB;192305;195.5
GSB;192306;115.5
GSB;192307;41.4
GSB;192308;133.5
GSB;192309;108.0
GSB;192310;204.2
GSB;192311;271.3
GSB;192312;272.4
GSB;192401;78.7
GSB;192402;120.0
GSB;192403;65.8
GSB;192404;236.7
GSB;192405;201.8
GSB;192406;187.4
GSB;192407;154.2
GSB;192408;181.0
GSB;192409;155.2
GSB;192410;243.0
GSB;192411;29.1
GSB;192412;91.4
GSB;192501;36.9
GSB;192502;91.5
GSB;192503;182.6
GSB;192504;285.0
GSB;192505;180.8
GSB;192506;67.4
GSB;192507;136.6
GSB;192508;230.9
GSB;192509;188.5
GSB;192510;52.0
GSB;192511;150.6
GSB;192512;328.8
GSB;192601;210.4
GSB;192602;199.2
GSB;192603;160.5
GSB;192604;234.5
GSB;192605;265.4
GSB;192606;149.6
GSB;192607;152.9
GSB;192608;126.6
GSB;192609;60.5
GSB;192610;272.7
GSB;192611;295.9
GSB;192612;150.5
GSB;192701;178.1
GSB;192702;163.9
GSB;192703;322.2
GSB;192704;188.4
GSB;192705;98.9
GSB;192706;171.5
GSB;192707;161.9
GSB;192708;255.8
GSB;192709;263.6
GSB;192710;76.0
GSB;192711;162.4
GSB;192712;158.7
GSB;192801;144.4
GSB;192802;210.7
GSB;192803;173.1
GSB;192804;361.2
GSB;192805;110.7
GSB;192806;119.2
GSB;192807;18.7
GSB;192808;57.6
GSB;192809;127.6
GSB;192810;269.4
GSB;192811;408.4
GSB;192812;138.0
GSB;192901;91.0
GSB;192902;52.5
GSB;192903;13.5
GSB;192904;184.0
GSB;192905;93.1
GSB;192906;225.6
GSB;192907;130.0
GSB;192908;160.0
GSB;192909;30.9
GSB;192910;165.4
GSB;192911;131.0
GSB;192912;271.6
GSB;193001;175.3
GSB;193002;86.3
GSB;193003;185.0
GSB;193004;300.7
GSB;193005;345.0
GSB;193006;97.7
GSB;193007;229.7
GSB;193008;99.5
GSB;193009;157.2
GSB;193010;403.4
GSB;193011;284.0
GSB;193012;142.4
GSB;193101;219.1
GSB;193102;212.8
GSB;193103;198.0
GSB;193104;152.6
GSB;193105;198.3
GSB;193106;55.0
GSB;193107;120.5
GSB;193108;256.4
GSB;193109;145.0
GSB;193110;110.9
GSB;193111;192.2
GSB;193112;93.0
GSB;193201;152.5
GSB;193202;38.5
GSB;193203;210.6
GSB;193204;268.5
GSB;193205;372.1
GSB;193206;131.1
GSB;193207;241.9
GSB;193208;93.1
GSB;193209;94.9
GSB;193210;279.7
GSB;193211;58.6
GSB;193212;121.8
GSB;193301;104.2
GSB;193302;158.3
GSB;193303;173.5
GSB;193304;168.3
GSB;193305;289.3
GSB;193306;237.9
GSB;193307;122.7
GSB;193308;38.0
GSB;193309;267.3
GSB;193310;220.1
GSB;193311;237.6
GSB;193312;80.0
GSB;193401;200.7
GSB;193402;40.0
