 

stn;time;rhh150yx
DLHOH;1999;24.1
DLHOH;2000;19.4
DLHOH;2001;28.2
DLHOH;2002;35.1
DLHOH;2003;25.9
DLHOH;2004;23.8
DLHOH;2005;21.7
DLHOH;2006;47.2
DLHOH;2007;29.1
DLHOH;2008;23.0
DLHOH;2009;20.2
DLHOH;2010;12.1
DLHOH;2011;25.6
DLHOH;2012;40.6
DLHOH;2013;12.5
DLHOH;2014;18.1
DLHOH;2015;11.1
DLHOH;2016;52.5
DLHOH;2017;17.6
DLHOH;2018;31.8
DLHOH;2019;23.8
DLHOH;2020;19.0
