 

stn;time;tre200y0
PIL;1981;0.6
PIL;1982;1.8
PIL;1983;2.7
PIL;1984;0.8
PIL;1985;1.2
PIL;1986;1.3
PIL;1987;1.5
PIL;1988;1.7
PIL;1989;2.8
PIL;1990;2.1
PIL;1991;1.5
PIL;1992;2.5
PIL;1993;1.7
PIL;1994;2.6
PIL;1995;1.4
PIL;1996;1.1
PIL;1997;2.7
PIL;1998;1.8
PIL;1999;1.8
PIL;2000;2.4
PIL;2001;1.8
PIL;2002;2.5
PIL;2003;3.0
PIL;2004;1.7
PIL;2005;1.1
PIL;2006;2.7
PIL;2007;2.5
PIL;2008;2.1
PIL;2009;2.1
PIL;2010;0.8
PIL;2011;3.4
PIL;2012;2.3
PIL;2013;1.8
PIL;2014;2.9
PIL;2015;3.5
PIL;2016;2.6
PIL;2017;2.6
PIL;2018;3.4
PIL;2019;3.1
PIL;2020;3.5
