 

stn;time;rzz150mx
DLWOL;201610;2.5
DLWOL;201611;1.7
DLWOL;201612;0.5
DLWOL;201701;1.5
DLWOL;201702;2.3
DLWOL;201703;-
DLWOL;201704;2.0
DLWOL;201705;3.1
DLWOL;201706;14.4
DLWOL;201707;11.5
DLWOL;201708;5.4
DLWOL;201709;9.6
DLWOL;201710;2.6
DLWOL;201711;4.3
DLWOL;201712;2.6
DLWOL;201801;2.9
DLWOL;201802;-
DLWOL;201803;1.7
DLWOL;201804;1.6
DLWOL;201805;4.8
DLWOL;201806;12.4
DLWOL;201807;3.4
DLWOL;201808;5.5
DLWOL;201809;10.3
DLWOL;201810;1.1
DLWOL;201811;1.4
DLWOL;201812;4.8
DLWOL;201901;2.5
DLWOL;201902;1.0
DLWOL;201903;2.6
DLWOL;201904;2.3
DLWOL;201905;3.2
DLWOL;201906;5.6
