 

stn;time;hto000y0
AIR;1959;16
AIR;1960;19
AIR;1961;19
AIR;1962;7
AIR;1963;16
AIR;1964;8
AIR;1965;13
AIR;1966;21
AIR;1967;12
AIR;1968;22
AIR;1969;17
AIR;1970;28
AIR;1971;20
AIR;1972;19
AIR;1973;12
AIR;1974;32
AIR;1975;22
AIR;1976;6
AIR;1977;24
AIR;1978;36
AIR;1979;15
AIR;1980;17
AIR;1981;15
AIR;1982;30
AIR;1983;8
AIR;1984;26
AIR;1985;16
AIR;1986;23
AIR;1987;13
AIR;1988;19
AIR;1989;4
AIR;1990;13
AIR;1991;14
