 

stn;time;rs1000y0
UNK;1900;0
UNK;1901;0
UNK;1902;0
UNK;1903;0
UNK;1904;0
UNK;1905;0
UNK;1906;0
UNK;1907;0
UNK;1908;0
UNK;1909;0
UNK;1910;0
UNK;1911;0
UNK;1912;0
UNK;1913;0
UNK;1914;0
UNK;1915;0
UNK;1916;0
UNK;1917;0
UNK;1918;0
UNK;1919;0
UNK;1920;0
UNK;1921;0
UNK;1922;0
UNK;1923;0
UNK;1924;0
UNK;1925;0
UNK;1926;0
UNK;1927;0
UNK;1928;0
UNK;1929;0
UNK;1930;0
UNK;1931;0
UNK;1932;0
UNK;1933;0
UNK;1934;0
UNK;1935;0
UNK;1936;0
UNK;1937;0
UNK;1938;0
UNK;1939;0
UNK;1940;0
UNK;1941;0
UNK;1942;0
UNK;1943;0
UNK;1944;0
UNK;1945;0
UNK;1946;0
UNK;1947;0
UNK;1948;0
UNK;1949;0
UNK;1950;0
UNK;1951;0
UNK;1952;0
UNK;1953;0
UNK;1954;0
UNK;1955;0
UNK;1956;0
UNK;1957;0
UNK;1958;0
UNK;1959;0
UNK;1960;0
UNK;1961;0
UNK;1962;0
UNK;1963;0
UNK;1964;0
UNK;1965;0
UNK;1966;0
UNK;1967;0
UNK;1968;0
UNK;1969;0
UNK;1970;0
UNK;1971;0
UNK;1972;0
UNK;1973;0
UNK;1974;0
UNK;1975;0
UNK;1976;0
UNK;1977;0
UNK;1978;0
UNK;1979;0
UNK;1980;0
UNK;1981;0
UNK;1982;0
UNK;1983;0
UNK;1984;0
UNK;1985;0
UNK;1986;0
UNK;1987;0
UNK;1988;0
UNK;1989;0
UNK;1990;0
UNK;1991;0
UNK;1992;0
UNK;1993;0
UNK;1994;0
UNK;1995;0
UNK;1996;0
UNK;1997;0
UNK;1998;0
UNK;1999;0
UNK;2000;0
UNK;2001;0
UNK;2002;0
UNK;2003;0
UNK;2004;0
UNK;2005;0
UNK;2006;0
UNK;2007;0
UNK;2008;0
UNK;2009;0
UNK;2010;0
UNK;2011;0
UNK;2012;0
UNK;2013;0
UNK;2014;0
UNK;2015;0
UNK;2016;0
UNK;2017;0
UNK;2018;0
