 

stn;time;hto000y0
HEI;1959;1
HEI;1960;2
HEI;1961;1
HEI;1962;5
HEI;1963;8
HEI;1964;2
HEI;1965;5
HEI;1966;3
HEI;1967;3
HEI;1968;7
HEI;1969;7
HEI;1970;7
HEI;1971;7
HEI;1972;1
HEI;1973;9
HEI;1974;2
HEI;1975;2
HEI;1976;3
HEI;1977;3
HEI;1978;6
HEI;1979;3
HEI;1980;4
HEI;1981;8
HEI;1982;2
HEI;1983;3
HEI;1984;3
HEI;1985;5
HEI;1986;5
HEI;1987;4
HEI;1988;4
HEI;1989;0
HEI;1990;1
HEI;1991;1
HEI;1992;1
HEI;1993;2
HEI;1994;1
HEI;1995;3
