 

stn;time;rre150y0
REG;1961;1072.2
REG;1962;973.7
REG;1963;987.4
REG;1964;1002.5
REG;1965;1405.6
REG;1966;1323.5
REG;1967;1009.0
REG;1968;1238.2
REG;1969;1216.0
REG;1970;1290.8
REG;1971;863.0
REG;1972;922.1
REG;1973;1152.7
REG;1974;1109.9
REG;1975;1061.0
REG;1976;907.0
REG;1977;1329.3
REG;1978;1053.9
REG;1979;1211.5
REG;1980;1202.7
REG;1981;1547.2
REG;1982;1569.3
REG;1983;1254.3
REG;1984;1278.7
REG;1985;977.8
REG;1986;1358.2
REG;1987;1340.4
REG;1988;1289.4
REG;1989;985.8
REG;1990;1308.3
REG;1991;998.9
REG;1992;1224.0
REG;1993;1140.0
REG;1994;1313.2
REG;1995;1468.1
REG;1996;1023.0
REG;1997;1153.9
REG;1998;1203.7
REG;1999;1604.7
REG;2000;1076.1
REG;2001;1447.0
REG;2002;1454.1
REG;2003;892.9
REG;2004;1208.9
REG;2005;1075.9
REG;2006;1368.9
REG;2007;1173.6
REG;2008;1116.4
REG;2009;1070.8
REG;2010;1082.8
REG;2011;857.1
REG;2012;1430.2
REG;2013;1301.1
REG;2014;1193.1
REG;2015;922.1
REG;2016;1344.3
REG;2017;1136.5
REG;2018;1078.2
REG;2019;1083.5
REG;2020;973.8
