 

stn;time;rs1000y0
MUE;1961;0
MUE;1962;0
MUE;1963;0
MUE;1964;0
MUE;1965;0
MUE;1966;0
MUE;1967;0
MUE;1968;1
MUE;1969;0
MUE;1970;0
MUE;1971;0
MUE;1972;0
MUE;1973;0
MUE;1974;0
MUE;1975;0
MUE;1976;0
MUE;1977;0
MUE;1978;0
MUE;1979;0
MUE;1980;0
MUE;1981;0
MUE;1982;0
MUE;1983;0
MUE;1984;0
MUE;1985;0
MUE;1986;0
MUE;1987;0
MUE;1988;0
MUE;1989;0
MUE;1990;0
MUE;1991;0
MUE;1992;0
MUE;1993;0
MUE;1994;0
MUE;1995;0
MUE;1996;0
MUE;1997;0
MUE;1998;0
MUE;1999;0
MUE;2000;0
MUE;2001;0
MUE;2002;0
MUE;2003;0
MUE;2004;0
MUE;2005;0
MUE;2006;0
MUE;2007;0
MUE;2008;0
MUE;2009;0
MUE;2010;0
MUE;2011;0
MUE;2012;0
MUE;2013;0
MUE;2014;0
MUE;2015;0
MUE;2016;0
MUE;2017;0
MUE;2018;0
MUE;2019;0
MUE;2020;0
