 

stn;time;fu3010m1
NABDAV;199907;66.6
NABDAV;199908;46.4
NABDAV;199909;76.3
NABDAV;199910;82.8
NABDAV;199911;46.8
NABDAV;199912;81.4
NABDAV;200001;63.7
NABDAV;200002;66.6
NABDAV;200003;72.4
NABDAV;200004;52.6
NABDAV;200005;56.2
NABDAV;200006;55.8
NABDAV;200007;65.2
NABDAV;200008;67.3
NABDAV;200009;79.6
NABDAV;200010;85.0
NABDAV;200011;73.1
NABDAV;200012;60.5
NABDAV;200101;50.4
NABDAV;200102;83.2
NABDAV;200103;52.2
NABDAV;200104;54.0
NABDAV;200105;71.6
NABDAV;200106;54.4
NABDAV;200107;50.4
NABDAV;200108;44.6
NABDAV;200109;60.8
NABDAV;200110;50.4
NABDAV;200111;97.2
NABDAV;200112;83.5
NABDAV;200201;36.7
NABDAV;200202;79.9
NABDAV;200203;89.6
NABDAV;200204;48.6
NABDAV;200205;56.9
NABDAV;200206;67.0
NABDAV;200207;52.9
NABDAV;200208;63.0
NABDAV;200209;38.9
NABDAV;200210;61.2
NABDAV;200211;69.5
NABDAV;200212;44.6
NABDAV;200301;61.6
NABDAV;200302;63.0
NABDAV;200303;52.9
NABDAV;200304;82.1
NABDAV;200305;55.1
NABDAV;200306;49.7
NABDAV;200307;50.8
NABDAV;200308;55.4
NABDAV;200309;59.8
NABDAV;200310;74.2
NABDAV;200311;58.3
NABDAV;200312;75.2
NABDAV;200401;75.2
NABDAV;200402;81.7
NABDAV;200403;64.4
NABDAV;200404;54.0
NABDAV;200405;43.2
NABDAV;200406;49.7
NABDAV;200407;74.2
NABDAV;200408;52.2
NABDAV;200409;46.8
NABDAV;200410;50.0
NABDAV;200411;67.3
NABDAV;200412;79.2
NABDAV;200501;70.9
NABDAV;200502;76.7
NABDAV;200503;55.1
NABDAV;200504;51.1
NABDAV;200505;59.0
NABDAV;200506;55.4
NABDAV;200507;75.6
NABDAV;200508;50.4
NABDAV;200509;46.8
NABDAV;200510;39.6
NABDAV;200511;47.2
NABDAV;200512;78.1
NABDAV;200601;62.3
NABDAV;200602;62.6
NABDAV;200603;60.1
NABDAV;200604;48.6
