 

stn;time;rzz150mx
TIOLV;200512;1.7
TIOLV;200601;0.7
TIOLV;200602;0.8
TIOLV;200603;1.1
TIOLV;200604;1.1
TIOLV;200605;4.7
TIOLV;200606;10.4
TIOLV;200607;5.9
TIOLV;200608;2.6
TIOLV;200609;2.4
TIOLV;200610;3.6
TIOLV;200611;0.6
TIOLV;200612;1.1
TIOLV;200701;1.2
TIOLV;200702;0.5
TIOLV;200703;1.1
TIOLV;200704;1.2
TIOLV;200705;4.8
TIOLV;200706;10.7
TIOLV;200707;5.1
TIOLV;200708;9.4
TIOLV;200709;3.4
TIOLV;200710;0.4
TIOLV;200711;2.6
TIOLV;200712;0.9
TIOLV;200801;4.1
TIOLV;200802;0.4
TIOLV;200803;3.2
TIOLV;200804;1.4
TIOLV;200805;1.9
TIOLV;200806;2.6
TIOLV;200807;0.4
TIOLV;200808;3.9
TIOLV;200809;3.8
TIOLV;200810;1.4
TIOLV;200811;1.4
TIOLV;200812;0.9
TIOLV;200901;0.9
TIOLV;200902;2.6
TIOLV;200903;0.8
TIOLV;200904;1.6
TIOLV;200905;3.3
TIOLV;200906;4.3
TIOLV;200907;10.2
TIOLV;200908;8.8
TIOLV;200909;2.6
TIOLV;200910;1.3
TIOLV;200911;2.8
TIOLV;200912;1.9
TIOLV;201001;0.5
TIOLV;201002;0.7
TIOLV;201003;2.0
TIOLV;201004;1.6
TIOLV;201005;2.0
TIOLV;201006;6.4
TIOLV;201007;3.9
TIOLV;201008;4.3
TIOLV;201009;1.9
TIOLV;201010;2.0
TIOLV;201011;1.6
TIOLV;201012;1.3
TIOLV;201101;0.4
TIOLV;201102;0.8
TIOLV;201103;0.9
TIOLV;201104;0.4
TIOLV;201105;3.7
TIOLV;201106;4.3
TIOLV;201107;9.7
TIOLV;201108;6.2
TIOLV;201109;10.5
TIOLV;201110;1.0
TIOLV;201111;2.4
