 

stn;time;fu3010m1
MUB;200801;54.0
MUB;200802;47.9
MUB;200803;65.2
MUB;200804;47.5
MUB;200805;-
MUB;200806;44.3
MUB;200807;48.2
MUB;200808;55.1
MUB;200809;48.2
MUB;200810;51.1
MUB;200811;58.3
MUB;200812;61.6
MUB;200901;104.8
MUB;200902;84.2
MUB;200903;69.8
MUB;200904;69.1
MUB;200905;64.1
MUB;200906;55.8
MUB;200907;106.6
MUB;200908;66.2
MUB;200909;58.7
MUB;200910;43.2
MUB;200911;56.5
MUB;200912;50.0
MUB;201001;50.4
MUB;201002;85.0
MUB;201003;70.9
MUB;201004;51.8
MUB;201005;49.0
MUB;201006;52.6
MUB;201007;60.8
MUB;201008;61.6
MUB;201009;60.1
MUB;201010;46.1
MUB;201011;49.0
MUB;201012;60.8
MUB;201101;45.4
MUB;201102;42.5
MUB;201103;51.1
MUB;201104;46.8
MUB;201105;52.9
MUB;201106;60.1
MUB;201107;45.0
MUB;201108;61.2
MUB;201109;53.3
MUB;201110;45.0
MUB;201111;26.3
MUB;201112;102.6
