 

stn;time;rsd700y0
BRW;1919;2
BRW;1920;1
BRW;1921;1
BRW;1922;2
BRW;1923;1
BRW;1924;1
BRW;1925;0
BRW;1926;1
BRW;1927;2
BRW;1928;1
BRW;1929;0
BRW;1930;1
BRW;1931;1
BRW;1932;0
BRW;1933;1
BRW;1934;1
BRW;1935;3
BRW;1936;1
BRW;1937;0
BRW;1938;1
BRW;1939;1
BRW;1940;4
BRW;1941;1
BRW;1942;0
BRW;1943;1
BRW;1944;3
BRW;1945;2
BRW;1946;1
BRW;1947;1
BRW;1948;2
BRW;1949;1
BRW;1950;1
BRW;1951;1
BRW;1952;1
BRW;1953;1
BRW;1954;3
BRW;1955;3
BRW;1956;3
BRW;1957;2
BRW;1958;2
BRW;1959;0
BRW;1960;0
BRW;1961;1
BRW;1962;1
BRW;1963;0
BRW;1964;0
BRW;1965;0
BRW;1966;1
BRW;1967;0
BRW;1968;1
BRW;1969;0
BRW;1970;4
BRW;1971;0
BRW;1972;2
BRW;1973;3
BRW;1974;0
BRW;1975;0
BRW;1976;1
BRW;1977;2
BRW;1978;2
BRW;1979;3
BRW;1980;0
BRW;1981;2
BRW;1982;1
BRW;1983;1
BRW;1984;1
BRW;1985;0
BRW;1986;0
BRW;1987;1
BRW;1988;1
BRW;1989;0
BRW;1990;2
BRW;1991;2
BRW;1992;3
BRW;1993;1
BRW;1994;0
BRW;1995;1
BRW;1996;1
BRW;1997;0
BRW;1998;1
BRW;1999;5
BRW;2000;1
BRW;2001;2
BRW;2002;3
BRW;2003;0
BRW;2004;1
BRW;2005;1
BRW;2006;0
BRW;2007;1
BRW;2008;0
BRW;2009;1
BRW;2010;0
BRW;2011;0
BRW;2012;1
BRW;2013;0
BRW;2014;0
BRW;2015;2
BRW;2016;2
BRW;2017;1
BRW;2018;2
BRW;2019;1
BRW;2020;1
