 

stn;time;breclod0
HAU;20210414;0
HAU;20210415;0
HAU;20210416;0
HAU;20210417;0
HAU;20210418;0
HAU;20210419;0
HAU;20210420;0
HAU;20210421;0
HAU;20210422;0
HAU;20210423;0
HAU;20210424;0
HAU;20210425;0
HAU;20210426;0
HAU;20210427;0
HAU;20210428;0
HAU;20210429;0
HAU;20210430;0
HAU;20210501;0
HAU;20210502;0
HAU;20210503;0
HAU;20210504;0
HAU;20210505;0
