 

stn;time;hns000y0
ELM;1882;333
ELM;1883;443
ELM;1884;349
ELM;1885;364
ELM;1886;388
ELM;1887;309
ELM;1888;528
ELM;1889;451
ELM;1890;272
ELM;1891;393
ELM;1892;393
ELM;1893;389
ELM;1894;364
ELM;1895;358
ELM;1896;438
ELM;1897;369
ELM;1898;483
ELM;1899;166
ELM;1900;353
ELM;1901;395
ELM;1902;442
ELM;1903;398
ELM;1904;382
ELM;1905;463
ELM;1906;528
ELM;1907;615
ELM;1908;518
ELM;1909;387
ELM;1910;563
ELM;1911;267
ELM;1912;324
ELM;1913;365
ELM;1914;358
ELM;1915;583
ELM;1916;538
ELM;1917;577
ELM;1918;309
ELM;1919;676
ELM;1920;193
ELM;1921;215
ELM;1922;781
ELM;1923;595
ELM;1924;316
ELM;1925;343
ELM;1926;395
ELM;1927;492
ELM;1928;467
ELM;1929;360
ELM;1930;333
ELM;1931;489
ELM;1932;274
ELM;1933;291
ELM;1934;267
ELM;1935;833
ELM;1936;232
ELM;1937;587
ELM;1938;531
ELM;1939;620
ELM;1940;658
ELM;1941;546
ELM;1942;306
ELM;1943;492
ELM;1944;655
ELM;1945;529
ELM;1946;514
