 

stn;time;rzz150mx
MSG;201503;0.5
MSG;201504;1.6
MSG;201505;8.0
MSG;201506;5.1
MSG;201507;12.2
MSG;201508;6.8
MSG;201509;21.0
MSG;201510;2.1
MSG;201511;0.3
MSG;201512;0.0
MSG;201601;0.7
MSG;201602;0.8
MSG;201603;4.2
MSG;201604;3.9
MSG;201605;4.7
MSG;201606;6.7
MSG;201607;11.2
MSG;201608;8.5
MSG;201609;4.2
MSG;201610;2.8
MSG;201611;2.2
MSG;201612;0.2
MSG;201701;0.3
MSG;201702;1.0
MSG;201703;4.0
MSG;201704;1.5
MSG;201705;6.0
MSG;201706;10.8
MSG;201707;4.7
MSG;201708;15.1
MSG;201709;7.7
MSG;201710;0.4
MSG;201711;1.3
MSG;201712;1.3
MSG;201801;5.2
MSG;201802;0.2
MSG;201803;5.0
MSG;201804;2.0
MSG;201805;8.6
MSG;201806;3.5
MSG;201807;3.6
MSG;201808;8.5
MSG;201809;4.6
MSG;201810;4.9
MSG;201811;2.1
MSG;201812;2.0
MSG;201901;0.4
MSG;201902;0.8
MSG;201903;1.4
MSG;201904;7.2
MSG;201905;3.0
MSG;201906;24.6
MSG;201907;6.8
MSG;201908;10.9
MSG;201909;4.2
MSG;201910;5.3
MSG;201911;2.0
MSG;201912;1.8
MSG;202001;0.4
MSG;202002;0.7
MSG;202003;1.1
MSG;202004;2.5
MSG;202005;4.1
MSG;202006;3.5
MSG;202007;10.8
MSG;202008;14.9
MSG;202009;3.7
MSG;202010;7.1
MSG;202011;0.2
MSG;202012;1.2
MSG;202101;1.6
MSG;202102;1.2
MSG;202103;1.3
