 

stn;time;rhh150mx
TICOL;201707;33.4
TICOL;201708;34.2
TICOL;201709;20.2
TICOL;201710;2.6
TICOL;201711;17.0
TICOL;201712;6.8
TICOL;201801;15.2
TICOL;201802;1.4
TICOL;201803;4.2
TICOL;201804;20.4
TICOL;201805;11.0
TICOL;201806;14.0
TICOL;201807;18.4
TICOL;201808;22.4
TICOL;201809;16.0
TICOL;201810;13.4
TICOL;201811;7.6
TICOL;201812;3.2
TICOL;201901;1.4
TICOL;201902;4.4
TICOL;201903;6.6
TICOL;201904;10.4
TICOL;201905;9.4
TICOL;201906;22.4
TICOL;201907;27.6
TICOL;201908;22.0
TICOL;201909;32.6
TICOL;201910;17.4
TICOL;201911;10.0
TICOL;201912;6.4
TICOL;202001;1.2
TICOL;202002;1.4
TICOL;202003;5.2
TICOL;202004;6.4
TICOL;202005;11.4
