 

stn;time;rsd300y0
SCE;1950;2
SCE;1951;4
SCE;1952;2
SCE;1953;1
SCE;1954;10
SCE;1955;4
SCE;1956;5
SCE;1957;1
SCE;1958;7
SCE;1959;4
SCE;1960;4
SCE;1961;1
SCE;1962;3
SCE;1963;3
SCE;1964;2
SCE;1965;5
SCE;1966;2
SCE;1967;3
SCE;1968;7
SCE;1969;3
SCE;1970;5
SCE;1971;4
SCE;1972;4
SCE;1973;4
SCE;1974;4
SCE;1975;5
SCE;1976;2
SCE;1977;1
SCE;1978;3
SCE;1979;8
SCE;1980;4
SCE;1981;5
SCE;1982;6
SCE;1983;3
SCE;1984;4
SCE;1985;6
SCE;1986;6
SCE;1987;2
SCE;1988;1
SCE;1989;6
SCE;1990;2
SCE;1991;3
SCE;1992;4
SCE;1993;7
SCE;1994;7
SCE;1995;5
SCE;1996;6
SCE;1997;4
SCE;1998;2
SCE;1999;3
SCE;2000;4
SCE;2001;4
SCE;2002;6
SCE;2003;4
SCE;2004;1
