 

stn;time;hto000y0
MVE;1931;31
MVE;1932;4
MVE;1933;2
MVE;1934;10
MVE;1935;29
MVE;1936;21
MVE;1937;23
MVE;1938;17
MVE;1939;12
MVE;1940;11
MVE;1941;30
MVE;1942;19
MVE;1943;17
MVE;1944;24
MVE;1945;19
MVE;1946;17
MVE;1947;10
MVE;1948;4
MVE;1949;5
MVE;1950;11
MVE;1951;8
MVE;1952;22
MVE;1953;17
MVE;1954;12
MVE;1955;22
MVE;1956;11
MVE;1957;5
MVE;1958;14
MVE;1959;12
MVE;1960;20
MVE;1961;16
MVE;1962;33
MVE;1963;41
MVE;1964;2
MVE;1965;26
MVE;1966;58
MVE;1967;22
MVE;1968;35
MVE;1969;20
MVE;1970;40
MVE;1971;9
MVE;1972;4
MVE;1973;8
MVE;1974;17
MVE;1975;25
MVE;1976;11
MVE;1977;20
MVE;1978;31
MVE;1979;33
MVE;1980;39
MVE;1981;44
MVE;1982;46
MVE;1983;25
MVE;1984;38
MVE;1985;16
MVE;1986;35
MVE;1987;30
MVE;1988;26
MVE;1989;6
MVE;1990;9
MVE;1991;13
MVE;1992;27
MVE;1993;7
MVE;1994;19
