 

stn;time;hns000y0
WFJ;1959;697
WFJ;1960;880
WFJ;1961;907
WFJ;1962;1121
WFJ;1963;657
WFJ;1964;920
WFJ;1965;1415
WFJ;1966;1314
WFJ;1967;1012
WFJ;1968;1028
WFJ;1969;862
WFJ;1970;1557
WFJ;1971;740
WFJ;1972;811
WFJ;1973;1110
WFJ;1974;1438
WFJ;1975;807
WFJ;1976;836
WFJ;1977;1079
WFJ;1978;1189
WFJ;1979;1331
WFJ;1980;1149
WFJ;1981;1416
WFJ;1982;945
WFJ;1983;1042
WFJ;1984;1103
WFJ;1985;860
WFJ;1986;1202
WFJ;1987;886
WFJ;1988;1260
WFJ;1989;660
WFJ;1990;1024
WFJ;1991;818
WFJ;1992;1102
WFJ;1993;926
WFJ;1994;885
WFJ;1995;1293
WFJ;1996;946
WFJ;1997;856
WFJ;1998;948
WFJ;1999;1421
WFJ;2000;1014
WFJ;2001;1160
WFJ;2002;922
WFJ;2003;715
WFJ;2004;781
WFJ;2005;772
WFJ;2006;745
WFJ;2007;879
WFJ;2008;958
WFJ;2009;940
WFJ;2010;977
WFJ;2011;781
