 

stn;time;fu3010m1
DLAUG;196901;63.4
DLAUG;196902;60.8
DLAUG;196903;59.0
DLAUG;196904;88.9
DLAUG;196905;83.5
DLAUG;196906;85.7
DLAUG;196907;63.0
DLAUG;196908;92.9
DLAUG;196909;46.4
DLAUG;196910;43.6
DLAUG;196911;78.5
DLAUG;196912;48.6
DLAUG;197001;66.6
DLAUG;197002;88.6
DLAUG;197003;81.4
DLAUG;197004;78.8
DLAUG;197005;75.6
DLAUG;197006;76.3
DLAUG;197007;70.2
DLAUG;197008;75.6
DLAUG;197009;63.7
DLAUG;197010;98.3
DLAUG;197011;78.5
DLAUG;197012;78.8
DLAUG;197101;74.2
DLAUG;197102;59.0
DLAUG;197103;66.6
DLAUG;197104;69.5
DLAUG;197105;70.2
DLAUG;197106;87.1
DLAUG;197107;55.4
DLAUG;197108;78.1
DLAUG;197109;41.4
DLAUG;197110;60.8
DLAUG;197111;85.3
DLAUG;197112;57.2
DLAUG;197201;40.0
DLAUG;197202;37.4
DLAUG;197203;92.5
DLAUG;197204;65.5
DLAUG;197205;87.8
DLAUG;197206;67.3
DLAUG;197207;70.6
DLAUG;197208;84.2
DLAUG;197209;64.1
DLAUG;197210;55.8
DLAUG;197211;96.5
DLAUG;197212;57.2
DLAUG;197301;51.8
DLAUG;197302;74.2
DLAUG;197303;44.3
DLAUG;197304;117.7
DLAUG;197305;70.2
DLAUG;197306;89.3
DLAUG;197307;89.3
DLAUG;197308;47.5
DLAUG;197309;64.4
DLAUG;197310;84.2
DLAUG;197311;88.9
DLAUG;197312;101.9
DLAUG;197401;108.4
DLAUG;197402;100.1
DLAUG;197403;63.7
DLAUG;197404;55.8
DLAUG;197405;81.4
DLAUG;197406;66.6
DLAUG;197407;76.0
DLAUG;197408;99.4
DLAUG;197409;66.6
DLAUG;197410;89.3
DLAUG;197411;103.7
DLAUG;197412;92.9
DLAUG;197501;72.0
DLAUG;197502;67.7
DLAUG;197503;68.4
DLAUG;197504;68.0
DLAUG;197505;85.3
DLAUG;197506;60.8
DLAUG;197507;74.2
DLAUG;197508;58.0
DLAUG;197509;94.7
DLAUG;197510;54.7
DLAUG;197511;68.4
DLAUG;197512;47.9
DLAUG;197601;98.3
DLAUG;197602;60.5
DLAUG;197603;63.7
DLAUG;197604;59.0
DLAUG;197605;76.0
DLAUG;197606;68.4
DLAUG;197607;72.0
DLAUG;197608;81.0
DLAUG;197609;54.0
DLAUG;197610;63.0
DLAUG;197611;70.9
DLAUG;197612;126.0
DLAUG;197701;51.1
DLAUG;197702;79.2
DLAUG;197703;74.2
DLAUG;197704;103.0
DLAUG;197705;59.8
DLAUG;197706;87.1
DLAUG;197707;57.6
DLAUG;197708;60.8
DLAUG;197709;53.6
DLAUG;197710;79.6
DLAUG;197711;100.1
DLAUG;197712;87.1
DLAUG;197801;103.7
DLAUG;197802;50.4
DLAUG;197803;98.3
DLAUG;197804;55.8
DLAUG;197805;68.4
DLAUG;197806;72.0
DLAUG;197807;65.2
DLAUG;197808;61.9
DLAUG;197809;99.7
DLAUG;197810;48.6
DLAUG;197811;35.6
DLAUG;197812;96.5
DLAUG;197901;88.9
DLAUG;197902;57.2
DLAUG;197903;81.4
DLAUG;197904;67.0
DLAUG;197905;74.2
DLAUG;197906;49.7
DLAUG;197907;53.6
DLAUG;197908;59.0
DLAUG;197909;38.9
DLAUG;197910;44.3
DLAUG;197911;62.3
DLAUG;197912;92.5
DLAUG;198001;47.9
DLAUG;198002;77.8
DLAUG;198003;68.4
DLAUG;198004;77.8
DLAUG;198005;79.6
DLAUG;198006;57.2
DLAUG;198007;64.8
DLAUG;198008;60.1
DLAUG;198009;73.8
DLAUG;198010;64.1
DLAUG;198011;69.5
DLAUG;198012;71.3
DLAUG;198101;98.3
DLAUG;198102;63.0
DLAUG;198103;65.2
DLAUG;198104;53.6
DLAUG;198105;63.4
DLAUG;198106;79.6
DLAUG;198107;70.9
DLAUG;198108;83.2
DLAUG;198109;43.2
DLAUG;198110;87.1
DLAUG;198111;65.5
DLAUG;198112;85.3
DLAUG;198201;79.6
DLAUG;198202;46.1
DLAUG;198203;83.2
DLAUG;198204;96.5
DLAUG;198205;72.0
DLAUG;198206;60.1
DLAUG;198207;91.8
DLAUG;198208;88.6
DLAUG;198209;54.0
DLAUG;198210;83.2
DLAUG;198211;55.4
DLAUG;198212;87.1
DLAUG;198301;88.6
DLAUG;198302;88.9
DLAUG;198303;90.7
DLAUG;198304;81.4
DLAUG;198305;66.6
DLAUG;198306;52.6
DLAUG;198307;85.3
DLAUG;198308;74.2
DLAUG;198309;76.0
DLAUG;198310;71.3
DLAUG;198311;96.5
DLAUG;198312;78.5
DLAUG;198401;106.9
DLAUG;198402;105.8
DLAUG;198403;55.4
DLAUG;198404;63.0
DLAUG;198405;70.9
DLAUG;198406;66.6
DLAUG;198407;67.3
DLAUG;198408;54.0
DLAUG;198409;64.8
DLAUG;198410;56.2
DLAUG;198411;105.8
DLAUG;198412;63.0
DLAUG;198501;63.0
DLAUG;198502;68.4
DLAUG;198503;77.8
DLAUG;198504;94.7
DLAUG;198505;72.0
DLAUG;198506;72.0
DLAUG;198507;79.2
DLAUG;198508;68.4
DLAUG;198509;74.2
DLAUG;198510;55.8
DLAUG;198511;73.1
DLAUG;198512;63.0
DLAUG;198601;120.2
DLAUG;198602;72.0
DLAUG;198603;107.6
DLAUG;198604;63.0
DLAUG;198605;77.8
DLAUG;198606;77.8
DLAUG;198607;64.8
DLAUG;198608;72.4
DLAUG;198609;64.8
DLAUG;198610;97.2
DLAUG;198611;81.7
DLAUG;198612;103.7
DLAUG;198701;92.9
DLAUG;198702;63.0
DLAUG;198703;81.7
DLAUG;198704;63.0
DLAUG;198705;79.6
DLAUG;198706;64.8
DLAUG;198707;64.8
DLAUG;198708;59.4
DLAUG;198709;55.8
DLAUG;198710;64.8
DLAUG;198711;87.1
DLAUG;198712;76.0
DLAUG;198801;96.5
DLAUG;198802;92.9
DLAUG;198803;101.9
DLAUG;198804;55.8
DLAUG;198805;64.8
DLAUG;198806;55.8
DLAUG;198807;74.2
DLAUG;198808;77.8
DLAUG;198809;53.6
DLAUG;198810;70.6
DLAUG;198811;70.6
DLAUG;198812;98.3
DLAUG;198901;57.6
DLAUG;198902;79.6
DLAUG;198903;74.2
DLAUG;198904;63.0
DLAUG;198905;63.0
DLAUG;198906;61.2
DLAUG;198907;66.6
DLAUG;198908;68.8
DLAUG;198909;66.6
DLAUG;198910;61.2
DLAUG;198911;50.0
DLAUG;198912;76.0
DLAUG;199001;88.9
DLAUG;199002;126.0
DLAUG;199003;130.0
DLAUG;199004;53.6
DLAUG;199005;57.6
DLAUG;199006;90.7
DLAUG;199007;57.6
DLAUG;199008;60.8
DLAUG;199009;83.2
DLAUG;199010;66.6
DLAUG;199011;79.6
DLAUG;199012;66.6
DLAUG;199101;72.0
DLAUG;199102;55.4
DLAUG;199103;53.6
DLAUG;199104;57.2
DLAUG;199105;53.6
DLAUG;199106;94.3
DLAUG;199107;73.8
DLAUG;199108;73.8
DLAUG;199109;51.8
DLAUG;199110;59.4
DLAUG;199111;74.2
DLAUG;199112;85.3
DLAUG;199201;53.6
DLAUG;199202;61.2
DLAUG;199203;101.9
DLAUG;199204;70.2
DLAUG;199205;85.3
DLAUG;199206;70.2
DLAUG;199207;113.0
DLAUG;199208;88.9
DLAUG;199209;66.6
DLAUG;199210;83.2
DLAUG;199211;94.3
DLAUG;199212;74.2
DLAUG;199301;96.5
DLAUG;199302;79.6
DLAUG;199303;64.8
DLAUG;199304;63.0
DLAUG;199305;105.5
DLAUG;199306;74.2
DLAUG;199307;63.0
DLAUG;199308;74.2
DLAUG;199309;59.4
DLAUG;199310;72.4
DLAUG;199311;74.2
DLAUG;199312;101.9
DLAUG;199401;79.6
DLAUG;199402;68.4
DLAUG;199403;92.5
DLAUG;199404;76.0
DLAUG;199405;74.2
DLAUG;199406;83.2
DLAUG;199407;77.8
DLAUG;199408;79.6
DLAUG;199409;66.6
DLAUG;199410;64.8
DLAUG;199411;57.2
DLAUG;199412;77.8
DLAUG;199501;109.4
DLAUG;199502;92.5
DLAUG;199503;83.2
DLAUG;199504;59.4
DLAUG;199505;64.8
DLAUG;199506;55.4
DLAUG;199507;59.4
DLAUG;199508;66.6
DLAUG;199509;81.4
DLAUG;199510;37.1
DLAUG;199511;64.8
DLAUG;199512;70.2
DLAUG;199601;48.2
DLAUG;199602;70.2
DLAUG;199603;50.0
DLAUG;199604;50.0
DLAUG;199605;61.2
DLAUG;199606;88.9
DLAUG;199607;76.0
DLAUG;199608;63.0
DLAUG;199609;55.4
DLAUG;199610;79.6
DLAUG;199611;87.1
DLAUG;199612;59.4
DLAUG;199701;35.3
DLAUG;199702;122.4
DLAUG;199703;90.7
DLAUG;199704;88.9
DLAUG;199705;85.3
DLAUG;199706;85.3
DLAUG;199707;63.0
DLAUG;199708;66.6
DLAUG;199709;51.8
DLAUG;199710;83.2
DLAUG;199711;53.6
DLAUG;199712;70.2
DLAUG;199801;101.9
DLAUG;199802;81.4
DLAUG;199803;101.9
DLAUG;199804;61.2
DLAUG;199805;66.6
DLAUG;199806;72.4
DLAUG;199807;66.6
DLAUG;199808;64.8
DLAUG;199809;64.8
DLAUG;199810;101.9
DLAUG;199811;85.3
DLAUG;199812;72.0
DLAUG;199901;61.2
DLAUG;199902;75.6
DLAUG;199903;64.8
DLAUG;199904;50.4
DLAUG;199905;61.2
DLAUG;199906;64.8
DLAUG;199907;68.4
DLAUG;199908;50.4
DLAUG;199909;46.8
DLAUG;199910;50.4
DLAUG;199911;50.4
DLAUG;199912;129.6
DLAUG;200001;93.6
DLAUG;200002;79.2
DLAUG;200003;72.0
DLAUG;200004;50.4
DLAUG;200005;79.2
DLAUG;200006;61.2
DLAUG;200007;82.8
DLAUG;200008;75.6
DLAUG;200009;61.2
DLAUG;200010;46.8
DLAUG;200011;50.4
DLAUG;200012;61.2
DLAUG;200101;68.4
DLAUG;200102;68.4
DLAUG;200103;75.6
DLAUG;200104;82.4
DLAUG;200105;51.8
DLAUG;200106;62.3
DLAUG;200107;90.0
DLAUG;200108;51.8
DLAUG;200109;68.0
DLAUG;200110;73.4
DLAUG;200111;81.7
DLAUG;200112;79.2
