 

stn;time;rsd300y0
VLS;1893;3
VLS;1894;3
VLS;1895;4
VLS;1896;10
VLS;1897;6
VLS;1898;8
VLS;1899;4
VLS;1900;5
VLS;1901;7
VLS;1902;6
VLS;1903;10
VLS;1904;3
VLS;1905;6
VLS;1906;6
VLS;1907;7
VLS;1908;8
VLS;1909;7
VLS;1910;3
VLS;1911;6
VLS;1912;3
VLS;1913;7
VLS;1914;9
VLS;1915;6
VLS;1916;12
VLS;1917;8
VLS;1918;11
VLS;1919;3
VLS;1920;6
VLS;1921;3
VLS;1922;7
VLS;1923;5
VLS;1924;10
VLS;1925;7
VLS;1926;11
VLS;1927;7
VLS;1928;12
VLS;1929;5
VLS;1930;6
VLS;1931;7
VLS;1932;7
VLS;1933;6
VLS;1934;10
VLS;1935;9
VLS;1936;8
VLS;1937;8
VLS;1938;4
VLS;1939;10
VLS;1940;8
VLS;1941;2
VLS;1942;9
VLS;1943;3
VLS;1944;4
VLS;1945;6
VLS;1946;7
VLS;1947;8
VLS;1948;5
VLS;1949;2
VLS;1950;4
VLS;1951;10
VLS;1952;6
VLS;1953;1
VLS;1954;7
VLS;1955;3
VLS;1956;5
VLS;1957;8
VLS;1958;8
VLS;1959;2
VLS;1960;9
VLS;1961;7
VLS;1962;3
VLS;1963;12
VLS;1964;3
VLS;1965;8
VLS;1966;10
VLS;1967;10
VLS;1968;13
VLS;1969;8
VLS;1970;5
VLS;1971;3
VLS;1972;1
VLS;1973;5
VLS;1974;4
VLS;1975;9
VLS;1976;7
VLS;1977;8
VLS;1978;6
VLS;1979;9
VLS;1980;5
VLS;1981;12
VLS;1982;11
VLS;1983;9
VLS;1984;7
VLS;1985;8
VLS;1986;6
VLS;1987;11
VLS;1988;8
VLS;1989;9
VLS;1990;7
VLS;1991;11
VLS;1992;8
VLS;1993;18
VLS;1994;3
VLS;1995;6
VLS;1996;8
VLS;1997;6
VLS;1998;8
VLS;1999;12
VLS;2000;13
VLS;2001;8
VLS;2002;15
VLS;2003;4
VLS;2004;5
VLS;2005;3
VLS;2006;5
VLS;2007;4
VLS;2008;12
VLS;2009;6
VLS;2010;3
VLS;2011;5
VLS;2012;6
VLS;2013;6
VLS;2014;8
VLS;2015;1
VLS;2016;6
VLS;2017;6
VLS;2018;4
VLS;2019;11
VLS;2020;8
