 

stn;time;rhh150mx
NABDAV;201208;11.2
NABDAV;201209;6.2
NABDAV;201210;6.5
NABDAV;201211;4.1
NABDAV;201212;3.2
NABDAV;201301;1.7
NABDAV;201302;1.8
NABDAV;201303;1.2
NABDAV;201304;5.8
NABDAV;201305;4.4
NABDAV;201306;11.6
NABDAV;201307;7.6
NABDAV;201308;9.7
NABDAV;201309;7.1
NABDAV;201310;5.7
NABDAV;201311;4.6
NABDAV;201312;1.7
NABDAV;201401;2.8
NABDAV;201402;1.9
NABDAV;201403;2.1
NABDAV;201404;2.4
NABDAV;201405;2.8
NABDAV;201406;11.7
NABDAV;201407;4.2
NABDAV;201408;8.4
NABDAV;201409;4.4
NABDAV;201410;3.5
NABDAV;201411;2.6
NABDAV;201412;2.5
NABDAV;201501;6.8
NABDAV;201502;0.6
NABDAV;201503;3.1
NABDAV;201504;1.8
NABDAV;201505;6.2
NABDAV;201506;5.4
NABDAV;201507;10.4
