 

stn;time;tre200y0
ELM;1879;5.6
ELM;1880;7.0
ELM;1881;6.5
ELM;1882;6.4
ELM;1883;5.6
ELM;1884;6.2
ELM;1885;6.1
ELM;1886;6.1
ELM;1887;5.0
ELM;1888;5.5
ELM;1889;5.1
ELM;1890;5.2
ELM;1891;5.2
ELM;1892;6.2
ELM;1893;6.2
ELM;1894;6.1
ELM;1895;5.8
ELM;1896;5.2
ELM;1897;6.5
ELM;1898;6.9
ELM;1899;6.7
ELM;1900;6.7
ELM;1901;5.5
ELM;1902;5.9
ELM;1903;6.1
ELM;1904;6.7
ELM;1905;5.8
ELM;1906;5.9
ELM;1907;6.2
ELM;1908;5.5
ELM;1909;4.8
ELM;1910;5.7
ELM;1911;6.4
ELM;1912;5.5
ELM;1913;6.1
ELM;1914;5.6
ELM;1915;5.4
ELM;1916;5.8
ELM;1917;4.9
ELM;1918;6.3
ELM;1919;5.2
ELM;1920;6.9
ELM;1921;6.9
ELM;1922;5.2
ELM;1923;6.3
ELM;1924;5.7
ELM;1925;5.8
ELM;1926;6.8
ELM;1927;6.5
ELM;1928;6.7
ELM;1929;5.8
ELM;1930;6.8
ELM;1931;5.3
ELM;1932;6.2
ELM;1933;5.6
ELM;1934;6.9
ELM;1935;5.9
ELM;1936;6.3
ELM;1937;6.7
ELM;1938;6.2
ELM;1939;6.0
ELM;1940;5.0
ELM;1941;5.4
ELM;1942;6.1
ELM;1943;7.1
ELM;1944;5.7
ELM;1945;6.6
ELM;1946;6.5
ELM;1947;7.5
ELM;1948;6.8
ELM;1949;6.6
ELM;1950;6.5
ELM;1951;6.6
ELM;1952;6.1
ELM;1953;6.2
ELM;1954;5.5
ELM;1955;5.8
ELM;1956;4.6
ELM;1957;6.4
ELM;1958;6.1
ELM;1959;6.9
ELM;1960;6.4
ELM;1961;7.0
ELM;1962;5.1
ELM;1963;5.3
ELM;1964;6.4
ELM;1965;5.5
ELM;1966;6.5
ELM;1967;6.3
ELM;1968;6.1
ELM;1969;5.8
ELM;1970;5.7
ELM;1971;6.1
ELM;1972;5.9
ELM;1973;5.4
ELM;1974;5.9
ELM;1975;5.8
ELM;1976;6.0
ELM;1977;6.3
ELM;1978;5.5
ELM;1979;6.0
ELM;1980;5.2
ELM;1981;5.8
ELM;1982;6.6
ELM;1983;6.6
ELM;1984;5.6
ELM;1985;5.5
ELM;1986;6.0
ELM;1987;5.9
ELM;1988;6.7
ELM;1989;7.0
ELM;1990;7.0
ELM;1991;6.1
ELM;1992;6.9
ELM;1993;6.4
ELM;1994;7.9
ELM;1995;6.6
ELM;1996;6.2
ELM;1997;7.2
ELM;1998;6.6
ELM;1999;6.7
ELM;2000;7.4
ELM;2001;6.7
ELM;2002;7.6
ELM;2003;7.6
ELM;2004;6.6
ELM;2005;6.2
ELM;2006;7.3
ELM;2007;7.3
ELM;2008;7.2
ELM;2009;7.2
ELM;2010;6.3
ELM;2011;7.8
ELM;2012;6.8
ELM;2013;6.4
ELM;2014;8.1
ELM;2015;7.7
ELM;2016;7.5
ELM;2017;7.2
ELM;2018;8.4
ELM;2019;7.8
ELM;2020;7.9
