 

stn;time;tnd00xy0
DLMIT;1976;25
DLMIT;1977;21
DLMIT;1978;22
DLMIT;1979;19
DLMIT;1980;31
DLMIT;1981;41
DLMIT;1982;17
DLMIT;1983;19
DLMIT;1984;26
DLMIT;1985;45
DLMIT;1986;29
DLMIT;1987;31
DLMIT;1988;17
DLMIT;1989;3
DLMIT;1990;15
DLMIT;1991;25
DLMIT;1992;13
DLMIT;1993;30
DLMIT;1994;22
DLMIT;1995;25
DLMIT;1996;28
DLMIT;1997;9
DLMIT;1998;27
DLMIT;1999;32
DLMIT;2000;14
DLMIT;2001;32
DLMIT;2002;10
DLMIT;2003;34
DLMIT;2004;33
DLMIT;2005;46
DLMIT;2006;33
DLMIT;2007;14
DLMIT;2008;15
DLMIT;2009;35
DLMIT;2010;53
DLMIT;2011;18
DLMIT;2012;35
DLMIT;2013;36
DLMIT;2014;8
DLMIT;2015;19
