 

stn;time;rhs150m0
MER;188907;181.7
MER;188908;116.5
MER;188909;98.0
MER;188910;187.0
MER;188911;73.6
MER;188912;38.5
MER;189001;66.0
MER;189002;3.8
MER;189003;51.8
MER;189004;125.7
MER;189005;80.0
MER;189006;163.5
MER;189007;144.4
MER;189008;320.1
MER;189009;31.3
MER;189010;136.2
MER;189011;81.1
MER;189012;30.5
MER;189101;45.7
MER;189102;7.3
MER;189103;76.0
MER;189104;93.7
MER;189105;116.2
MER;189106;131.4
MER;189107;282.6
MER;189108;145.7
MER;189109;80.8
MER;189110;90.4
MER;189111;75.9
MER;189112;161.5
MER;189201;79.9
MER;189202;107.8
MER;189203;27.9
MER;189204;85.6
MER;189205;58.0
MER;189206;147.3
MER;189207;178.1
MER;189208;170.5
MER;189209;136.4
MER;189210;90.6
MER;189211;31.6
MER;189212;63.1
MER;189301;71.0
MER;189302;106.8
MER;189303;27.3
MER;189304;5.2
MER;189305;114.8
MER;189306;157.5
MER;189307;253.9
MER;189308;90.7
MER;189309;134.4
MER;189310;80.0
MER;189311;89.2
MER;189312;29.0
MER;189401;24.6
MER;189402;85.1
MER;189403;70.8
MER;189404;59.4
MER;189405;128.8
MER;189406;110.9
MER;189407;184.0
MER;189408;199.6
MER;189409;90.0
MER;189410;114.6
MER;189411;37.0
MER;189412;88.3
MER;189501;79.5
MER;189502;56.0
MER;189503;113.3
MER;189504;75.9
MER;189505;105.0
MER;189506;124.8
MER;189507;113.6
MER;189508;167.8
MER;189509;13.2
MER;189510;154.6
MER;189511;66.3
MER;189512;172.4
MER;189601;44.2
MER;189602;37.3
MER;189603;234.8
MER;189604;171.9
MER;189605;62.4
MER;189606;163.5
MER;189607;211.5
MER;189608;211.2
MER;189609;201.4
MER;189610;187.1
MER;189611;70.9
MER;189612;46.9
MER;189701;25.9
MER;189702;185.3
MER;189703;81.0
MER;189704;92.4
MER;189705;118.6
MER;189706;101.1
MER;189707;142.2
MER;189708;243.7
MER;189709;269.9
MER;189710;24.7
MER;189711;36.9
MER;189712;58.0
MER;189801;19.1
MER;189802;203.9
MER;189803;71.5
MER;189804;101.2
MER;189805;138.2
MER;189806;214.2
MER;189807;200.5
MER;189808;88.1
MER;189809;61.0
MER;189810;128.0
MER;189811;117.8
MER;189812;77.8
MER;189901;185.9
MER;189902;19.6
MER;189903;45.8
MER;189904;142.8
MER;189905;143.7
MER;189906;94.7
MER;189907;97.0
MER;189908;108.2
MER;189909;167.0
MER;189910;67.5
MER;189911;25.0
MER;189912;92.1
MER;190001;143.4
MER;190002;100.8
MER;190003;71.1
MER;190004;99.9
MER;190005;130.6
MER;190006;87.4
MER;190007;239.5
MER;190008;129.4
MER;190009;36.5
MER;190010;82.3
MER;190011;75.7
MER;190012;115.9
MER;190101;88.6
MER;190102;43.6
MER;190103;97.4
MER;190104;230.3
MER;190105;58.2
MER;190106;176.1
MER;190107;166.2
MER;190108;217.6
MER;190109;190.1
MER;190110;106.6
MER;190111;35.4
MER;190112;86.1
MER;190201;64.5
MER;190202;70.1
MER;190203;213.1
MER;190204;53.6
MER;190205;154.6
MER;190206;94.8
MER;190207;162.1
MER;190208;171.3
MER;190209;133.9
MER;190210;139.1
MER;190211;20.9
MER;190212;149.2
MER;190301;41.5
MER;190302;48.1
MER;190303;99.2
MER;190304;144.9
MER;190305;111.0
MER;190306;113.7
MER;190307;232.0
MER;190308;178.5
MER;190309;84.4
MER;190310;159.0
MER;190311;113.6
MER;190312;56.2
MER;190401;57.2
MER;190402;110.8
MER;190403;76.2
MER;190404;141.9
MER;190405;178.0
MER;190406;137.6
MER;190407;65.2
MER;190408;119.2
MER;190409;137.6
MER;190410;83.2
MER;190411;55.4
MER;190412;92.1
MER;190501;99.4
MER;190502;41.9
MER;190503;122.2
MER;190504;155.9
MER;190505;132.7
MER;190506;111.1
MER;190507;158.3
MER;190508;268.0
MER;190509;168.6
MER;190510;158.9
MER;190511;133.4
MER;190512;47.9
MER;190601;69.3
MER;190602;97.8
MER;190603;92.9
MER;190604;68.9
MER;190605;143.1
MER;190606;107.3
MER;190607;141.2
MER;190608;141.4
MER;190609;73.0
MER;190610;41.2
MER;190611;102.8
MER;190612;134.0
MER;190701;151.5
MER;190702;61.6
MER;190703;131.1
MER;190704;96.4
MER;190705;90.0
MER;190706;108.7
MER;190707;189.8
MER;190708;123.9
MER;190709;44.6
MER;190710;131.7
MER;190711;20.4
MER;190712;118.1
MER;190801;59.6
MER;190802;155.0
MER;190803;53.4
MER;190804;97.3
MER;190805;162.2
MER;190806;63.7
MER;190807;269.6
MER;190808;128.3
MER;190809;158.0
MER;190810;15.0
MER;190811;93.3
MER;190812;61.2
MER;190901;49.4
MER;190902;30.2
MER;190903;66.3
MER;190904;81.1
MER;190905;119.8
MER;190906;229.6
MER;190907;213.5
MER;190908;178.2
MER;190909;86.3
MER;190910;107.6
MER;190911;62.6
MER;190912;143.9
MER;191001;198.0
MER;191002;134.5
MER;191003;20.7
MER;191004;124.9
MER;191005;120.4
MER;191006;211.1
MER;191007;175.1
