 

stn;time;hns000mx
MSG;201301;7
MSG;201302;17
MSG;201303;23
MSG;201304;0
MSG;201305;0
MSG;201306;0
MSG;201307;0
MSG;201308;0
MSG;201309;0
MSG;201310;0
MSG;201311;26
MSG;201312;7
MSG;201401;11
MSG;201402;15
MSG;201403;12
MSG;201404;3
MSG;201405;0
MSG;201406;0
MSG;201407;0
MSG;201408;0
MSG;201409;0
MSG;201410;0
MSG;201411;0
MSG;201412;2
MSG;201501;15
MSG;201502;39
MSG;201503;0
MSG;201504;0
MSG;201505;0
MSG;201506;0
MSG;201507;0
MSG;201508;0
MSG;201509;0
MSG;201510;0
MSG;201511;0
MSG;201512;0
MSG;201601;5
MSG;201602;5
MSG;201603;44
MSG;201604;0
MSG;201605;0
MSG;201606;0
MSG;201607;0
MSG;201608;0
MSG;201609;0
MSG;201610;0
MSG;201611;0
MSG;201612;5
MSG;201701;7
MSG;201702;10
MSG;201703;0
MSG;201704;0
MSG;201705;0
MSG;201706;0
