 

stn;time;rs1000y0
GHS;1901;0
GHS;1902;0
GHS;1903;0
GHS;1904;0
GHS;1905;0
GHS;1906;0
GHS;1907;0
GHS;1908;0
GHS;1909;0
GHS;1910;0
GHS;1911;0
GHS;1912;0
GHS;1913;0
GHS;1914;0
GHS;1915;0
GHS;1916;0
GHS;1917;0
GHS;1918;0
GHS;1919;0
GHS;1920;0
GHS;1921;0
GHS;1922;0
GHS;1923;0
GHS;1924;0
GHS;1925;0
GHS;1926;0
GHS;1927;0
GHS;1928;0
GHS;1929;0
GHS;1930;0
GHS;1931;0
GHS;1932;0
GHS;1933;0
GHS;1934;0
GHS;1935;0
GHS;1936;0
GHS;1937;0
GHS;1938;0
GHS;1939;0
GHS;1940;0
GHS;1941;0
GHS;1942;0
GHS;1943;0
GHS;1944;0
GHS;1945;0
GHS;1946;0
GHS;1947;0
GHS;1948;0
GHS;1949;0
GHS;1950;0
GHS;1951;0
GHS;1952;0
GHS;1953;0
GHS;1954;0
GHS;1955;0
GHS;1956;0
GHS;1957;0
GHS;1958;1
GHS;1959;0
GHS;1960;0
GHS;1961;0
GHS;1962;0
GHS;1963;0
GHS;1964;0
GHS;1965;0
GHS;1966;0
GHS;1967;0
GHS;1968;1
GHS;1969;0
GHS;1970;0
GHS;1971;0
GHS;1972;0
GHS;1973;1
GHS;1974;0
GHS;1975;0
GHS;1976;0
GHS;1977;0
GHS;1978;0
GHS;1979;0
GHS;1980;0
GHS;1981;0
GHS;1982;0
GHS;1983;0
GHS;1984;0
GHS;1985;0
GHS;1986;0
GHS;1987;0
GHS;1988;0
GHS;1989;0
GHS;1990;0
GHS;1991;0
GHS;1992;0
GHS;1993;0
GHS;1994;0
GHS;1995;0
GHS;1996;0
GHS;1997;0
GHS;1998;0
GHS;1999;0
GHS;2000;0
GHS;2001;0
GHS;2002;0
GHS;2003;0
GHS;2004;0
GHS;2005;0
GHS;2006;1
GHS;2007;0
GHS;2008;0
GHS;2009;0
GHS;2010;0
GHS;2011;0
GHS;2012;0
GHS;2013;0
GHS;2014;0
GHS;2015;0
GHS;2016;0
