 

stn;time;rzz150yx
MLS;1983;5.3
MLS;1984;8.5
MLS;1985;4.6
MLS;1986;7.1
MLS;1987;11.8
MLS;1988;8.9
MLS;1989;5.1
MLS;1990;11.6
MLS;1991;8.9
MLS;1992;6.5
MLS;1993;7.2
MLS;1994;7.0
MLS;1995;7.2
MLS;1996;6.6
MLS;1997;7.6
MLS;1998;5.8
MLS;1999;5.7
MLS;2000;5.6
MLS;2001;5.7
MLS;2002;7.3
MLS;2003;7.0
MLS;2004;10.6
MLS;2005;18.8
MLS;2006;8.9
MLS;2007;10.2
MLS;2008;6.2
MLS;2009;6.3
MLS;2010;8.0
MLS;2011;7.9
MLS;2012;6.6
MLS;2013;10.5
MLS;2014;12.3
MLS;2015;6.0
MLS;2016;7.3
MLS;2017;8.2
MLS;2018;10.5
MLS;2019;6.0
MLS;2020;8.9
