 

stn;time;hto000y0
STG;1959;0
STG;1960;1
STG;1961;1
STG;1962;3
STG;1963;6
STG;1964;3
STG;1965;4
STG;1966;3
STG;1967;1
STG;1968;5
STG;1969;5
STG;1970;5
STG;1971;3
STG;1972;0
STG;1973;2
STG;1974;0
STG;1975;1
STG;1976;2
STG;1977;3
STG;1978;4
STG;1979;1
STG;1980;3
STG;1981;4
STG;1982;2
STG;1983;2
STG;1984;3
STG;1985;4
STG;1986;4
STG;1987;4
STG;1988;4
STG;1989;0
STG;1990;1
STG;1991;2
STG;1992;1
STG;1993;2
STG;1994;1
STG;1995;3
STG;1996;6
STG;1997;1
STG;1998;2
STG;1999;6
STG;2000;1
STG;2001;1
STG;2002;1
STG;2003;4
STG;2004;4
STG;2005;5
STG;2006;4
STG;2007;2
STG;2008;1
STG;2009;4
STG;2010;4
STG;2011;1
STG;2012;4
STG;2013;4
STG;2014;1
STG;2015;3
STG;2016;1
STG;2017;2
STG;2018;1
STG;2019;5
STG;2020;1
