 

stn;time;fklnd3m0
DLZUG;199401;14
DLZUG;199402;7
DLZUG;199403;13
DLZUG;199404;7
DLZUG;199405;4
DLZUG;199406;2
DLZUG;199407;1
DLZUG;199408;1
DLZUG;199409;3
DLZUG;199410;3
DLZUG;199411;3
DLZUG;199412;6
DLZUG;199501;13
DLZUG;199502;8
DLZUG;199503;7
DLZUG;199504;4
DLZUG;199505;2
DLZUG;199506;0
DLZUG;199507;0
DLZUG;199508;0
DLZUG;199509;0
DLZUG;199510;0
DLZUG;199511;5
DLZUG;199512;8
DLZUG;199601;7
DLZUG;199602;4
DLZUG;199603;1
DLZUG;199604;1
DLZUG;199605;2
DLZUG;199606;3
DLZUG;199607;4
DLZUG;199608;0
DLZUG;199609;0
DLZUG;199610;4
DLZUG;199611;8
DLZUG;199612;6
DLZUG;199701;3
DLZUG;199702;10
DLZUG;199703;4
DLZUG;199704;3
DLZUG;199705;2
DLZUG;199706;1
DLZUG;199707;0
DLZUG;199708;0
DLZUG;199709;0
DLZUG;199710;5
DLZUG;199711;5
DLZUG;199712;9
DLZUG;199801;8
DLZUG;199802;4
DLZUG;199803;6
DLZUG;199804;7
DLZUG;199805;1
DLZUG;199806;1
DLZUG;199807;2
DLZUG;199808;2
DLZUG;199809;5
DLZUG;199810;12
DLZUG;199811;7
DLZUG;199812;6
DLZUG;199901;14
DLZUG;199902;12
DLZUG;199903;7
DLZUG;199904;2
DLZUG;199905;5
DLZUG;199906;1
DLZUG;199907;0
DLZUG;199908;4
DLZUG;199909;3
DLZUG;199910;6
DLZUG;199911;0
DLZUG;199912;16
DLZUG;200001;4
DLZUG;200002;10
DLZUG;200003;9
DLZUG;200004;2
DLZUG;200005;2
DLZUG;200006;0
DLZUG;200007;5
DLZUG;200008;3
DLZUG;200009;6
DLZUG;200010;7
DLZUG;200011;9
DLZUG;200012;10
DLZUG;200101;7
DLZUG;200102;8
DLZUG;200103;13
DLZUG;200104;4
DLZUG;200105;4
DLZUG;200106;1
DLZUG;200107;1
DLZUG;200108;2
DLZUG;200109;3
DLZUG;200110;1
DLZUG;200111;3
DLZUG;200112;9
DLZUG;200201;7
DLZUG;200202;14
DLZUG;200203;-
DLZUG;200204;0
DLZUG;200205;2
DLZUG;200206;1
DLZUG;200207;0
DLZUG;200208;0
DLZUG;200209;0
DLZUG;200210;12
DLZUG;200211;13
DLZUG;200212;5
DLZUG;200301;6
DLZUG;200302;3
DLZUG;200303;2
DLZUG;200304;3
DLZUG;200305;2
DLZUG;200306;0
DLZUG;200307;1
DLZUG;200308;1
DLZUG;200309;1
DLZUG;200310;8
DLZUG;200311;6
DLZUG;200312;13
DLZUG;200401;13
DLZUG;200402;8
DLZUG;200403;4
DLZUG;200404;2
DLZUG;200405;0
DLZUG;200406;2
DLZUG;200407;2
DLZUG;200408;3
DLZUG;200409;3
DLZUG;200410;5
DLZUG;200411;11
DLZUG;200412;8
DLZUG;200501;6
DLZUG;200502;2
DLZUG;200503;2
DLZUG;200504;1
DLZUG;200505;1
DLZUG;200506;1
DLZUG;200507;3
DLZUG;200508;1
DLZUG;200509;1
DLZUG;200510;0
DLZUG;200511;2
DLZUG;200512;5
DLZUG;200601;5
DLZUG;200602;7
DLZUG;200603;8
DLZUG;200604;3
DLZUG;200605;6
DLZUG;200606;3
DLZUG;200607;0
DLZUG;200608;1
DLZUG;200609;0
DLZUG;200610;5
DLZUG;200611;7
DLZUG;200612;7
DLZUG;200701;14
DLZUG;200702;9
DLZUG;200703;5
DLZUG;200704;0
DLZUG;200705;7
DLZUG;200706;2
DLZUG;200707;2
DLZUG;200708;2
DLZUG;200709;2
DLZUG;200710;1
DLZUG;200711;9
DLZUG;200712;8
DLZUG;200801;13
DLZUG;200802;6
DLZUG;200803;11
DLZUG;200804;1
DLZUG;200805;4
DLZUG;200806;0
DLZUG;200807;0
DLZUG;200808;2
DLZUG;200809;2
DLZUG;200810;5
DLZUG;200811;10
DLZUG;200812;5
DLZUG;200901;3
DLZUG;200902;8
DLZUG;200903;9
DLZUG;200904;2
DLZUG;200905;1
DLZUG;200906;1
DLZUG;200907;3
DLZUG;200908;0
DLZUG;200909;0
DLZUG;200910;3
DLZUG;200911;10
DLZUG;200912;9
DLZUG;201001;2
DLZUG;201002;7
DLZUG;201003;4
DLZUG;201004;0
DLZUG;201005;2
DLZUG;201006;2
DLZUG;201007;0
DLZUG;201008;4
DLZUG;201009;1
DLZUG;201010;5
DLZUG;201011;7
DLZUG;201012;14
DLZUG;201101;6
DLZUG;201102;0
DLZUG;201103;2
DLZUG;201104;0
DLZUG;201105;0
DLZUG;201106;0
DLZUG;201107;2
DLZUG;201108;1
DLZUG;201109;0
DLZUG;201110;1
DLZUG;201111;4
DLZUG;201112;11
DLZUG;201201;9
DLZUG;201202;2
DLZUG;201203;1
DLZUG;201204;4
DLZUG;201205;0
DLZUG;201206;2
DLZUG;201207;3
DLZUG;201208;3
DLZUG;201209;4
DLZUG;201210;4
DLZUG;201211;6
DLZUG;201212;11
DLZUG;201301;5
DLZUG;201302;4
DLZUG;201303;6
DLZUG;201304;5
DLZUG;201305;3
