 

stn;time;tnd00xy0
IYBOZ;1980;4
IYBOZ;1981;6
IYBOZ;1982;0
IYBOZ;1983;1
IYBOZ;1984;1
IYBOZ;1985;10
IYBOZ;1986;3
IYBOZ;1987;4
IYBOZ;1988;0
IYBOZ;1989;0
IYBOZ;1990;0
IYBOZ;1991;2
IYBOZ;1992;0
IYBOZ;1993;0
IYBOZ;1994;0
IYBOZ;1995;0
IYBOZ;1996;4
IYBOZ;1997;0
IYBOZ;1998;1
IYBOZ;1999;2
IYBOZ;2000;2
IYBOZ;2001;1
IYBOZ;2002;0
IYBOZ;2003;0
IYBOZ;2004;1
IYBOZ;2005;4
IYBOZ;2006;4
IYBOZ;2007;0
IYBOZ;2008;1
IYBOZ;2009;4
IYBOZ;2010;5
IYBOZ;2011;2
IYBOZ;2012;2
IYBOZ;2013;1
IYBOZ;2014;0
IYBOZ;2015;0
IYBOZ;2016;0
IYBOZ;2017;0
IYBOZ;2018;0
