 

stn;time;tre200dn
WSLSCF;20180719;15.6
WSLSCF;20180720;14.6
WSLSCF;20180721;14.5
WSLSCF;20180722;14.3
WSLSCF;20180723;14.4
WSLSCF;20180724;14.5
WSLSCF;20180725;18.2
WSLSCF;20180726;18.0
WSLSCF;20180727;17.1
WSLSCF;20180728;16.1
WSLSCF;20180729;15.1
WSLSCF;20180730;19.1
WSLSCF;20180731;19.9
WSLSCF;20180801;18.6
WSLSCF;20180802;16.4
WSLSCF;20180803;18.8
WSLSCF;20180804;20.3
WSLSCF;20180805;20.3
WSLSCF;20180806;19.2
WSLSCF;20180807;-
WSLSCF;20180808;19.8
WSLSCF;20180809;15.1
WSLSCF;20180810;11.6
WSLSCF;20180811;13.8
WSLSCF;20180812;12.9
WSLSCF;20180813;14.0
WSLSCF;20180814;13.7
WSLSCF;20180815;13.8
WSLSCF;20180816;14.5
WSLSCF;20180817;14.3
WSLSCF;20180818;14.3
WSLSCF;20180819;16.2
WSLSCF;20180820;17.0
WSLSCF;20180821;16.3
WSLSCF;20180822;16.5
WSLSCF;20180823;14.5
WSLSCF;20180824;11.2
WSLSCF;20180825;7.6
WSLSCF;20180826;7.5
WSLSCF;20180827;10.4
WSLSCF;20180828;14.4
WSLSCF;20180829;13.9
WSLSCF;20180830;11.8
WSLSCF;20180831;10.1
WSLSCF;20180901;9.3
WSLSCF;20180902;9.3
WSLSCF;20180903;10.9
WSLSCF;20180904;10.7
WSLSCF;20180905;12.4
WSLSCF;20180906;13.2
WSLSCF;20180907;12.7
WSLSCF;20180908;11.7
WSLSCF;20180909;12.6
WSLSCF;20180910;14.1
WSLSCF;20180911;15.0
WSLSCF;20180912;14.9
WSLSCF;20180913;14.1
WSLSCF;20180914;13.4
WSLSCF;20180915;13.5
WSLSCF;20180916;10.7
WSLSCF;20180917;14.3
WSLSCF;20180918;15.3
WSLSCF;20180919;14.1
WSLSCF;20180920;14.2
WSLSCF;20180921;7.9
WSLSCF;20180922;7.6
WSLSCF;20180923;8.7
WSLSCF;20180924;5.3
WSLSCF;20180925;3.6
WSLSCF;20180926;3.2
WSLSCF;20180927;8.9
WSLSCF;20180928;10.8
WSLSCF;20180929;8.5
WSLSCF;20180930;8.1
WSLSCF;20181001;4.5
WSLSCF;20181002;3.7
WSLSCF;20181003;7.2
WSLSCF;20181004;7.9
WSLSCF;20181005;7.9
WSLSCF;20181006;12.3
WSLSCF;20181007;12.1
WSLSCF;20181008;9.2
WSLSCF;20181009;10.4
WSLSCF;20181010;8.4
WSLSCF;20181011;12.2
WSLSCF;20181012;12.0
WSLSCF;20181013;11.1
WSLSCF;20181014;12.8
WSLSCF;20181015;12.7
WSLSCF;20181016;11.4
WSLSCF;20181017;9.4
WSLSCF;20181018;7.8
WSLSCF;20181019;7.3
WSLSCF;20181020;7.5
WSLSCF;20181021;5.6
WSLSCF;20181022;3.0
WSLSCF;20181023;3.2
WSLSCF;20181024;8.0
WSLSCF;20181025;7.5
WSLSCF;20181026;5.2
WSLSCF;20181027;0.3
WSLSCF;20181028;-
WSLSCF;20181029;1.1
WSLSCF;20181030;0.4
WSLSCF;20181031;3.3
WSLSCF;20181101;3.9
WSLSCF;20181102;6.0
WSLSCF;20181103;6.4
WSLSCF;20181104;5.2
WSLSCF;20181105;5.0
WSLSCF;20181106;7.7
WSLSCF;20181107;5.2
WSLSCF;20181108;6.4
WSLSCF;20181109;4.8
WSLSCF;20181110;3.3
