 

stn;time;rre150y0
BMU;1901;1117.1
BMU;1902;1175.1
BMU;1903;1175.4
BMU;1904;1020.7
BMU;1905;1307.8
BMU;1906;921.5
BMU;1907;1045.5
BMU;1908;1084.4
BMU;1909;1052.7
BMU;1910;1647.2
BMU;1911;903.2
BMU;1912;1233.5
BMU;1913;1104.2
BMU;1914;1221.3
BMU;1915;1260.6
BMU;1916;1310.9
BMU;1917;1149.6
BMU;1918;1100.4
BMU;1919;1190.4
BMU;1920;781.6
BMU;1921;867.9
BMU;1922;1407.0
BMU;1923;1145.1
BMU;1924;993.1
BMU;1925;1110.2
BMU;1926;1138.0
BMU;1927;1417.1
BMU;1928;1072.8
BMU;1929;991.8
BMU;1930;1435.5
BMU;1931;1355.6
BMU;1932;1155.4
BMU;1933;1029.0
BMU;1934;988.9
BMU;1935;1391.1
BMU;1936;1333.8
BMU;1937;1074.5
BMU;1938;1044.7
BMU;1939;1450.5
BMU;1940;1395.3
BMU;1941;1064.8
BMU;1942;1012.1
BMU;1943;913.2
BMU;1944;1275.4
BMU;1945;1103.4
BMU;1946;1171.7
BMU;1947;847.0
BMU;1948;1097.6
BMU;1949;773.8
BMU;1950;1160.6
BMU;1951;1277.5
BMU;1952;1403.8
BMU;1953;962.8
BMU;1954;1321.9
BMU;1955;1250.2
BMU;1956;1188.5
BMU;1957;1054.3
BMU;1958;1207.0
BMU;1959;855.5
BMU;1960;1155.0
BMU;1961;990.1
BMU;1962;912.9
BMU;1963;1072.4
BMU;1964;1026.7
BMU;1965;1477.9
BMU;1966;1223.2
BMU;1967;1112.5
BMU;1968;1310.7
BMU;1969;1053.0
BMU;1970;1318.5
BMU;1971;955.0
BMU;1972;1066.1
BMU;1973;1049.5
BMU;1974;1173.9
BMU;1975;1247.0
BMU;1976;836.4
BMU;1977;1211.7
BMU;1978;1303.3
BMU;1979;1381.0
BMU;1980;1253.9
BMU;1981;1418.5
BMU;1982;1330.3
BMU;1983;1174.9
BMU;1984;1096.7
BMU;1985;1095.4
BMU;1986;1387.0
BMU;1987;1341.7
BMU;1988;1349.8
BMU;1989;1101.0
BMU;1990;1295.3
BMU;1991;1064.8
BMU;1992;1182.4
BMU;1993;1132.5
BMU;1994;1284.6
BMU;1995;1588.3
BMU;1996;1173.8
BMU;1997;1034.7
BMU;1998;1100.5
BMU;1999;1496.5
BMU;2000;1169.5
BMU;2001;1480.2
BMU;2002;1356.7
BMU;2003;899.4
BMU;2004;1118.4
BMU;2005;1213.3
BMU;2006;1312.9
BMU;2007;1422.1
BMU;2008;1216.8
BMU;2009;1216.8
BMU;2010;1100.2
BMU;2011;1028.3
BMU;2012;1374.7
BMU;2013;1218.0
BMU;2014;1221.9
BMU;2015;967.6
BMU;2016;1295.4
BMU;2017;1225.9
BMU;2018;969.0
BMU;2019;1172.2
BMU;2020;1087.8
