 

stn;time;rhh150yx
DLAUG;1999;18.7
DLAUG;2000;35.2
DLAUG;2001;19.9
DLAUG;2002;30.9
DLAUG;2003;19.9
DLAUG;2004;9.2
DLAUG;2005;11.6
DLAUG;2006;24.7
DLAUG;2007;18.1
DLAUG;2008;12.2
DLAUG;2009;17.6
DLAUG;2010;17.1
DLAUG;2011;36.5
DLAUG;2012;10.2
DLAUG;2013;24.4
DLAUG;2014;17.9
DLAUG;2015;11.2
DLAUG;2016;22.4
DLAUG;2017;10.7
DLAUG;2018;13.8
DLAUG;2019;13.8
DLAUG;2020;12.9
